SOC_g_kg,log_SOC,depth_bin
3.2,1.4350845252893227,0-20cm
1.3,0.832909122935104,20-50cm
1.3,0.832909122935104,50-100cm
8.3,2.2300144001592104,0-20cm
2.3,1.1939224684724346,0-20cm
1.2,0.7884573603642702,20-50cm
2.5,1.252762968495368,50-100cm
3.7,1.547562508716013,0-20cm
1.7,0.9932517730102833,0-20cm
1.9,1.0647107369924282,20-50cm
2.6,1.2809338454620642,50-100cm
25.9,3.292126286607793,0-20cm
27.2,3.339321977944068,0-20cm
11.4,2.517696472610991,20-50cm
9.1,2.312535423847214,20-50cm
14.8,2.760009940032921,0-20cm
9.1,2.312535423847214,0-20cm
7.2,2.1041341542702074,0-20cm
1.4,0.8754687373538999,50-100cm
11.8,2.5494451709255714,0-20cm
7.9,2.186051276738094,0-20cm
1.5,0.9162907318741551,20-50cm
1.5,0.9162907318741551,20-50cm
29.4,3.414442608412176,0-20cm
12.2,2.580216829592325,0-20cm
4.9,1.7749523509116738,20-50cm
21.5,3.1135153092103742,0-20cm
11.8,2.5494451709255714,0-20cm
4.7,1.7404661748405046,20-50cm
4.7,1.7404661748405046,50-100cm
39.4,3.698829784967104,0-20cm
50.6,3.9435216724875173,0-20cm
51.5,3.960813169597578,20-50cm
16.0,2.833213344056216,0-20cm
9.5,2.3513752571634776,0-20cm
4.7,1.7404661748405046,20-50cm
3.8,1.5686159179138452,>100cm
7.8,2.174751721484161,0-20cm
8.2,2.2192034840549946,0-20cm
6.0,1.9459101490553132,50-100cm
71.6,4.28496492183075,0-20cm
48.5,3.901972669574645,20-50cm
17.4,2.91235066461494,20-50cm
11.6,2.533696813957432,50-100cm
6.3,1.9878743481543455,50-100cm
13.0,2.6390573296152584,0-20cm
12.8,2.624668592163159,0-20cm
6.6,2.028148247292285,20-50cm
5.9,1.9315214116032138,50-100cm
11.0,2.4849066497880004,0-20cm
11.4,2.517696472610991,20-50cm
9.4,2.341805806147327,20-50cm
9.9,2.388762789235098,50-100cm
9.8,2.379546134130174,50-100cm
5.7,1.9021075263969205,0-20cm
3.4,1.4816045409242156,20-50cm
3.0,1.3862943611198906,50-100cm
2.6,1.2809338454620642,>100cm
10.9,2.4765384001174837,0-20cm
9.1,2.312535423847214,20-50cm
11.9,2.5572273113676265,50-100cm
8.7,2.272125885509337,>100cm
28.50348028,3.3845082319804214,0-20cm
26.82134571,3.325803557359915,0-20cm
12.69721578,2.617192584443298,20-50cm
19.54756381,3.0227423845229815,0-20cm
12.50580046,2.60311925686907,20-50cm
14.83758701,2.762386039554818,20-50cm
5.116009281,1.8109098055607593,50-100cm
24.14153132,3.22452111300157,0-20cm
21.07888631,3.094621781278117,20-50cm
6.629930394,2.032078722581097,50-100cm
14.19953596,2.7212648984388443,0-20cm
3.039443155,1.3961068495524367,20-50cm
12.78422274,2.6235246584102163,0-20cm
7.447795824,2.1339055581112354,20-50cm
14.79698376,2.7598190205431323,0-20cm
4.031322506,1.615682873211332,0-20cm
3.509280742,1.506137660086652,50-100cm
33.5,3.5409593240373143,0-20cm
14.8,2.760009940032921,20-50cm
11.7,2.5416019934645457,50-100cm
7.5,2.1400661634962708,50-100cm
5.3,1.840549633397487,>100cm
7.5,2.1400661634962708,0-20cm
6.2,1.9740810260220096,0-20cm
2.3,1.1939224684724346,20-50cm
1.5,0.9162907318741551,20-50cm
8.8,2.2823823856765264,0-20cm
7.1,2.0918640616783932,0-20cm
5.2,1.824549292051046,20-50cm
5.4,1.8562979903656263,50-100cm
3.0,1.3862943611198906,>100cm
5.3,1.840549633397487,0-20cm
2.7,1.308332819650179,20-50cm
3.0,1.3862943611198906,20-50cm
2.0,1.0986122886681098,50-100cm
2.0,1.0986122886681098,50-100cm
1.9,1.0647107369924282,>100cm
5.0,1.791759469228055,0-20cm
5.0,1.791759469228055,0-20cm
3.7,1.547562508716013,20-50cm
3.3,1.4586150226995167,50-100cm
3.3,1.4586150226995167,50-100cm
6.8,2.0541237336955462,0-20cm
5.3,1.840549633397487,20-50cm
5.2,1.824549292051046,50-100cm
3.0,1.3862943611198906,50-100cm
3.8,1.5686159179138452,>100cm
1.6,0.9555114450274363,>100cm
17.6,2.9231615807191558,0-20cm
12.9,2.631888840136646,20-50cm
3.3,1.4586150226995167,20-50cm
3.0,1.3862943611198906,50-100cm
2.8,1.33500106673234,>100cm
2.5,1.252762968495368,>100cm
16.2,2.8449093838194073,0-20cm
9.8,2.379546134130174,0-20cm
8.5,2.2512917986064953,20-50cm
8.2,2.2192034840549946,0-20cm
7.0,2.0794415416798357,20-50cm
6.5,2.0149030205422647,50-100cm
3.6,1.5260563034950494,50-100cm
2.9,1.3609765531356006,50-100cm
13.1,2.6461747973841225,0-20cm
11.4,2.517696472610991,20-50cm
10.3,2.424802725718295,20-50cm
5.2,1.824549292051046,50-100cm
5.4,1.8562979903656263,50-100cm
5.3,1.840549633397487,>100cm
6.9,2.066862759472976,0-20cm
6.4,2.0014800002101243,0-20cm
5.0,1.791759469228055,20-50cm
4.3,1.667706820558076,50-100cm
2.6,1.2809338454620642,50-100cm
2.8,1.33500106673234,>100cm
7.7,2.1633230256605382,0-20cm
6.4,2.0014800002101243,20-50cm
4.7,1.7404661748405046,20-50cm
4.0,1.6094379124341003,50-100cm
3.8,1.5686159179138452,>100cm
15.1,2.7788192719904172,0-20cm
12.5,2.6026896854443837,0-20cm
4.0,1.6094379124341003,20-50cm
2.8,1.33500106673234,50-100cm
2.7,1.308332819650179,50-100cm
8.9,2.2925347571405443,0-20cm
5.6,1.8870696490323797,20-50cm
5.3,1.840549633397487,20-50cm
4.3,1.667706820558076,0-20cm
6.1,1.9600947840472698,0-20cm
4.7,1.7404661748405046,0-20cm
3.8,1.5686159179138452,0-20cm
19.0,2.995732273553991,0-20cm
16.0,2.833213344056216,20-50cm
6.5,2.0149030205422647,20-50cm
3.4,1.4816045409242156,50-100cm
36.2,3.616308761279101,0-20cm
30.7,3.456316680883235,0-20cm
32.1,3.4995332823830174,20-50cm
33.8,3.5496173867804286,50-100cm
13.1,2.6461747973841225,50-100cm
22.2,3.1441522786722644,0-20cm
18.5,2.970414465569701,0-20cm
7.5,2.1400661634962708,20-50cm
7.7,2.1633230256605382,50-100cm
43.4,3.7932394694381792,0-20cm
39.0,3.6888794541139363,0-20cm
21.5,3.1135153092103742,20-50cm
9.4,2.341805806147327,20-50cm
6.2,1.9740810260220096,20-50cm
5.1,1.8082887711792655,50-100cm
17.3,2.9069010598473755,0-20cm
10.5,2.4423470353692043,0-20cm
10.0,2.3978952727983707,20-50cm
4.9,1.7749523509116738,50-100cm
3.6,1.5260563034950494,50-100cm
3.5,1.5040773967762742,>100cm
8.9,2.2925347571405443,0-20cm
8.3,2.2300144001592104,0-20cm
4.3,1.667706820558076,20-50cm
4.5,1.7047480922384253,20-50cm
12.3,2.5877640352277083,0-20cm
11.9,2.5572273113676265,0-20cm
7.0,2.0794415416798357,20-50cm
3.1,1.410986973710262,20-50cm
1.3,0.832909122935104,50-100cm
25.6,3.2809112157876537,0-20cm
27.6,3.353406717825807,0-20cm
15.5,2.803360380906535,20-50cm
6.6,2.028148247292285,20-50cm
4.8,1.7578579175523736,50-100cm
6.9,2.066862759472976,50-100cm
7.8,2.174751721484161,>100cm
33.0,3.5263605246161616,0-20cm
19.1,3.0007198150650303,20-50cm
19.6,3.0252910757955354,20-50cm
5.1,1.8082887711792655,50-100cm
15.5,2.803360380906535,0-20cm
7.7,2.1633230256605382,0-20cm
6.7,2.0412203288596382,20-50cm
14.1,2.714694743820879,50-100cm
10.7,2.4595888418037104,50-100cm
15.2,2.785011242238338,0-20cm
15.4,2.797281334830153,0-20cm
9.2,2.322387720290225,20-50cm
6.1,1.9600947840472698,20-50cm
9.0,2.302585092994046,0-20cm
9.3,2.33214389523559,0-20cm
6.4,2.0014800002101243,20-50cm
6.7,2.0412203288596382,20-50cm
5.9,1.9315214116032138,50-100cm
3.8,1.5686159179138452,>100cm
26.0,3.295836866004329,0-20cm
21.5,3.1135153092103742,0-20cm
18.9,2.990719731730447,20-50cm
7.7,2.1633230256605382,50-100cm
17.1,2.89591193827178,0-20cm
8.8,2.2823823856765264,20-50cm
7.1,2.0918640616783932,20-50cm
5.1,1.8082887711792655,50-100cm
19.5,3.0204248861443626,0-20cm
16.9,2.884800712846709,0-20cm
16.7,2.8735646395797834,20-50cm
19.1,3.0007198150650303,20-50cm
15.0,2.772588722239781,50-100cm
7.2,2.1041341542702074,50-100cm
9.5,2.3513752571634776,0-20cm
5.4,1.8562979903656263,0-20cm
4.8,1.7578579175523736,20-50cm
4.1,1.62924053973028,50-100cm
3.9,1.589235205116581,50-100cm
15.8,2.8213788864092133,0-20cm
14.2,2.7212954278522306,0-20cm
6.4,2.0014800002101243,20-50cm
4.7,1.7404661748405046,20-50cm
7.6,2.151762203259462,0-20cm
6.7,2.0412203288596382,20-50cm
6.8,2.0541237336955462,20-50cm
4.5,1.7047480922384253,50-100cm
21.5,3.1135153092103742,0-20cm
22.6,3.1612467120315646,20-50cm
18.5,2.970414465569701,20-50cm
19.7,3.0301337002713233,50-100cm
24.2,3.2268439945173775,50-100cm
81.5,4.412798293340635,0-20cm
100.4,4.619073091157083,0-20cm
73.5,4.310799125385514,20-50cm
19.4,3.0155349008501706,20-50cm
10.9,2.4765384001174837,20-50cm
9.5,2.3513752571634776,50-100cm
44.8,3.824284091120139,0-20cm
51.0,3.9512437185814275,0-20cm
17.7,2.928523523860541,20-50cm
21.5,3.1135153092103742,0-20cm
16.5,2.8622008809294686,0-20cm
17.1,2.89591193827178,50-100cm
5.2,1.824549292051046,>100cm
6.3,1.9878743481543455,0-20cm
3.7,1.547562508716013,0-20cm
3.2,1.4350845252893227,20-50cm
2.9,1.3609765531356006,50-100cm
2.6,1.2809338454620642,50-100cm
18.0,2.9444389791664403,0-20cm
4.2,1.6486586255873816,20-50cm
3.3,1.4586150226995167,20-50cm
2.5,1.252762968495368,50-100cm
25.0,3.258096538021482,0-20cm
8.7,2.272125885509337,20-50cm
6.8,2.0541237336955462,20-50cm
2.6,1.2809338454620642,50-100cm
2.5,1.252762968495368,50-100cm
2.1,1.1314021114911006,>100cm
26.4,3.3105430133940246,0-20cm
17.8,2.9338568698359038,20-50cm
33.6,3.543853682063679,20-50cm
51.6,3.9627161197436642,50-100cm
60.2,4.11414718951828,0-20cm
33.9,3.5524868292083815,20-50cm
25.5,3.2771447329921766,20-50cm
25.1,3.261935314328648,50-100cm
45.5,3.8394523125933104,0-20cm
23.8,3.2108436531709366,0-20cm
24.2,3.2268439945173775,20-50cm
52.0,3.970291913552122,50-100cm
22.0,3.1354942159291497,>100cm
2.2,1.1631508098056809,0-20cm
1.1,0.7419373447293773,20-50cm
0.8,0.5877866649021191,50-100cm
8.5,2.2512917986064953,0-20cm
7.7,2.1633230256605382,20-50cm
4.7,1.7404661748405046,50-100cm
2.4,1.2237754316221157,50-100cm
64.3,4.178992036282385,0-20cm
12.5,2.6026896854443837,0-20cm
3.8,1.5686159179138452,0-20cm
3.9,1.589235205116581,50-100cm
5.7,1.9021075263969205,>100cm
14.4,2.7343675094195836,0-20cm
5.2,1.824549292051046,20-50cm
3.2,1.4350845252893227,50-100cm
2.6,1.2809338454620642,50-100cm
7.6,2.151762203259462,0-20cm
6.5,2.0149030205422647,20-50cm
3.7,1.547562508716013,20-50cm
19.3,3.0106208860477417,0-20cm
14.2,2.7212954278522306,20-50cm
6.9,2.066862759472976,20-50cm
3.1,1.410986973710262,20-50cm
1.8,1.0296194171811583,50-100cm
4.3,1.667706820558076,0-20cm
4.8,1.7578579175523736,20-50cm
4.2,1.6486586255873816,50-100cm
3.4,1.4816045409242156,50-100cm
9.0,2.302585092994046,0-20cm
5.2,1.824549292051046,20-50cm
3.1,1.410986973710262,50-100cm
15.4,2.797281334830153,0-20cm
9.7,2.3702437414678603,20-50cm
2.7,1.308332819650179,50-100cm
1.13,0.7561219797213337,0-20cm
0.33,0.2851789422336624,0-20cm
0.27,0.23901690047049992,20-50cm
0.31,0.27002713721306015,50-100cm
0.31,0.27002713721306015,50-100cm
36.1,3.6136169696133895,0-20cm
20.9,3.086486636822455,20-50cm
7.4,2.128231705849268,50-100cm
1.8,1.0296194171811583,0-20cm
2.0,1.0986122886681098,20-50cm
2.0,1.0986122886681098,50-100cm
4.7,1.7404661748405046,50-100cm
10.2,2.4159137783010487,>100cm
19.1,3.0007198150650303,0-20cm
7.9,2.186051276738094,20-50cm
7.3,2.1162555148025524,50-100cm
3.4,1.4816045409242156,>100cm
20.2,3.054001181677967,0-20cm
19.8,3.0349529867072724,20-50cm
20.9,3.086486636822455,50-100cm
6.5,2.0149030205422647,50-100cm
18.5,2.970414465569701,0-20cm
14.2,2.7212954278522306,0-20cm
10.8,2.468099531471619,20-50cm
7.4,2.128231705849268,50-100cm
10.9,2.4765384001174837,0-20cm
3.4,1.4816045409242156,0-20cm
2.4,1.2237754316221157,50-100cm
1.6,0.9555114450274363,>100cm
13.6,2.681021528714291,0-20cm
6.7,2.0412203288596382,0-20cm
4.2,1.6486586255873816,20-50cm
4.2,1.6486586255873816,50-100cm
2.3,1.1939224684724346,50-100cm
10.2,2.4159137783010487,0-20cm
3.4,1.4816045409242156,20-50cm
3.0,1.3862943611198906,50-100cm
21.4,3.109060958860994,0-20cm
8.9,2.2925347571405443,20-50cm
5.3,1.840549633397487,20-50cm
3.1,1.410986973710262,50-100cm
15.4,2.797281334830153,0-20cm
6.6,2.028148247292285,0-20cm
5.3,1.840549633397487,20-50cm
1.8,1.0296194171811583,50-100cm
13.3,2.6602595372658615,0-20cm
4.3,1.667706820558076,20-50cm
2.4,1.2237754316221157,50-100cm
6.3,1.9878743481543455,0-20cm
2.7,1.308332819650179,20-50cm
2.4,1.2237754316221157,20-50cm
1.7,0.9932517730102833,50-100cm
12.1,2.5726122302071057,0-20cm
4.7,1.7404661748405046,20-50cm
2.6,1.2809338454620642,50-100cm
13.5,2.6741486494265287,0-20cm
7.5,2.1400661634962708,20-50cm
5.8,1.916922612182061,50-100cm
15.0,2.772588722239781,0-20cm
17.7,2.928523523860541,0-20cm
11.5,2.5257286443082556,20-50cm
4.6,1.7227665977411035,20-50cm
3.1,1.410986973710262,50-100cm
8.5,2.2512917986064953,0-20cm
5.7,1.9021075263969205,20-50cm
4.5,1.7047480922384253,50-100cm
15.9,2.827313621929028,0-20cm
6.2,1.9740810260220096,0-20cm
3.6,1.5260563034950494,20-50cm
3.6,1.5260563034950494,50-100cm
3.4,1.4816045409242156,>100cm
8.7,2.272125885509337,0-20cm
4.7,1.7404661748405046,20-50cm
3.6,1.5260563034950494,20-50cm
2.7,1.308332819650179,50-100cm
12.6,2.6100697927420065,0-20cm
13.5,2.6741486494265287,20-50cm
6.4,2.0014800002101243,20-50cm
2.1,1.1314021114911006,50-100cm
14.4,2.7343675094195836,0-20cm
7.5,2.1400661634962708,20-50cm
11.2,2.501435951739211,20-50cm
6.1,1.9600947840472698,50-100cm
16.3,2.8507065015037334,0-20cm
7.8,2.174751721484161,20-50cm
6.9,2.066862759472976,50-100cm
8.0,2.1972245773362196,50-100cm
7.2,2.1041341542702074,0-20cm
4.2,1.6486586255873816,0-20cm
3.6,1.5260563034950494,50-100cm
2.6,1.2809338454620642,>100cm
2.1,1.1314021114911006,0-20cm
1.5,0.9162907318741551,20-50cm
1.3,0.832909122935104,50-100cm
0.8,0.5877866649021191,>100cm
14.4,2.7343675094195836,0-20cm
6.9,2.066862759472976,0-20cm
5.1,1.8082887711792655,20-50cm
3.3,1.4586150226995167,50-100cm
2.5,1.252762968495368,50-100cm
6.5,2.0149030205422647,0-20cm
6.3,1.9878743481543455,0-20cm
6.8,2.0541237336955462,20-50cm
2.2,1.1631508098056809,50-100cm
18.3,2.9601050959108397,0-20cm
9.1,2.312535423847214,20-50cm
6.0,1.9459101490553132,20-50cm
4.7,1.7404661748405046,50-100cm
14.1,2.714694743820879,0-20cm
3.8,1.5686159179138452,0-20cm
4.0,1.6094379124341003,50-100cm
4.7,1.7404661748405046,>100cm
17.0,2.8903717578961645,0-20cm
10.2,2.4159137783010487,20-50cm
7.4,2.128231705849268,50-100cm
6.4,2.0014800002101243,50-100cm
21.6,3.1179499062782403,0-20cm
14.2,2.7212954278522306,20-50cm
8.8,2.2823823856765264,20-50cm
3.7,1.547562508716013,50-100cm
14.8,2.760009940032921,0-20cm
6.4,2.0014800002101243,20-50cm
3.6,1.5260563034950494,50-100cm
16.1,2.8390784635086144,0-20cm
13.2,2.653241964607215,20-50cm
10.9,2.4765384001174837,20-50cm
9.6,2.3608540011180215,50-100cm
13.2,2.653241964607215,0-20cm
7.1,2.0918640616783932,0-20cm
4.8,1.7578579175523736,20-50cm
3.2,1.4350845252893227,20-50cm
11.7,2.5416019934645457,0-20cm
7.0,2.0794415416798357,0-20cm
5.7,1.9021075263969205,20-50cm
2.0,1.0986122886681098,50-100cm
19.4,3.0155349008501706,0-20cm
15.7,2.8154087194227095,0-20cm
16.0,2.833213344056216,20-50cm
9.1,2.312535423847214,20-50cm
5.4,1.8562979903656263,50-100cm
22.2,3.1441522786722644,0-20cm
18.7,2.9806186357439426,20-50cm
13.2,2.653241964607215,20-50cm
12.4,2.5952547069568657,50-100cm
5.4,1.8562979903656263,>100cm
11.6,2.533696813957432,0-20cm
5.3,1.840549633397487,0-20cm
6.1,1.9600947840472698,20-50cm
5.0,1.791759469228055,50-100cm
16.9,2.884800712846709,0-20cm
10.6,2.451005098112319,0-20cm
8.5,2.2512917986064953,20-50cm
15.2,2.785011242238338,0-20cm
4.9,1.7749523509116738,20-50cm
2.7,1.308332819650179,50-100cm
14.9,2.766319109226186,0-20cm
9.8,2.379546134130174,0-20cm
1.7,0.9932517730102833,20-50cm
7.0,2.0794415416798357,0-20cm
9.9,2.388762789235098,20-50cm
16.8,2.8791984572980396,50-100cm
4.8,1.7578579175523736,50-100cm
12.9,2.631888840136646,0-20cm
8.5,2.2512917986064953,0-20cm
6.2,1.9740810260220096,20-50cm
2.1,1.1314021114911006,50-100cm
5.0,1.791759469228055,0-20cm
6.9,2.066862759472976,20-50cm
3.6,1.5260563034950494,50-100cm
2.7,1.308332819650179,50-100cm
3.5,1.5040773967762742,50-100cm
27.1,3.3357695763397,0-20cm
12.2,2.580216829592325,0-20cm
5.6,1.8870696490323797,20-50cm
11.4,2.517696472610991,0-20cm
4.9,1.7749523509116738,20-50cm
3.5,1.5040773967762742,50-100cm
3.1,1.410986973710262,>100cm
3.0,1.3862943611198906,>100cm
15.4,2.797281334830153,0-20cm
6.9,2.066862759472976,20-50cm
6.9,2.066862759472976,20-50cm
3.7,1.547562508716013,50-100cm
11.9,2.5572273113676265,0-20cm
4.1,1.62924053973028,0-20cm
8.0,2.1972245773362196,20-50cm
5.0,1.791759469228055,50-100cm
5.9,1.9315214116032138,50-100cm
13.7,2.6878474937846906,0-20cm
14.0,2.70805020110221,20-50cm
12.1,2.5726122302071057,20-50cm
8.6,2.2617630984737906,50-100cm
3.3,1.4586150226995167,0-20cm
2.4,1.2237754316221157,20-50cm
2.7,1.308332819650179,50-100cm
1.1,0.7419373447293773,50-100cm
2.4,1.2237754316221157,>100cm
5.8,1.916922612182061,0-20cm
4.8,1.7578579175523736,20-50cm
5.2,1.824549292051046,50-100cm
19.9,3.039749158970765,0-20cm
10.6,2.451005098112319,0-20cm
23.7,3.2068032436339315,20-50cm
3.1,1.410986973710262,50-100cm
36.2,3.616308761279101,0-20cm
12.5,2.6026896854443837,0-20cm
4.8,1.7578579175523736,20-50cm
1.6,0.9555114450274363,50-100cm
36.2,3.616308761279101,0-20cm
7.7,2.1633230256605382,20-50cm
6.5,2.0149030205422647,20-50cm
29.8,3.427514689979529,0-20cm
5.7,1.9021075263969205,0-20cm
5.5,1.8718021769015913,20-50cm
36.5,3.624340932976365,0-20cm
31.5,3.481240089335692,0-20cm
31.9,3.493472657771326,20-50cm
32.9,3.5234150143864045,20-50cm
17.8,2.9338568698359038,50-100cm
63.7,4.169761201506855,0-20cm
39.0,3.6888794541139363,20-50cm
21.3,3.104586678466073,50-100cm
17.6,2.9231615807191558,0-20cm
14.0,2.70805020110221,0-20cm
13.5,2.6741486494265287,20-50cm
4.3,1.667706820558076,50-100cm
1.7,0.9932517730102833,50-100cm
14.0,2.70805020110221,0-20cm
6.1,1.9600947840472698,20-50cm
3.1,1.410986973710262,50-100cm
22.0,3.1354942159291497,0-20cm
6.0,1.9459101490553132,20-50cm
3.0,1.3862943611198906,50-100cm
31.5,3.481240089335692,0-20cm
14.7,2.7536607123542622,20-50cm
7.8,2.174751721484161,20-50cm
2.6,1.2809338454620642,50-100cm
2.4,1.2237754316221157,50-100cm
17.5,2.917770732084279,0-20cm
5.1,1.8082887711792655,0-20cm
4.1,1.62924053973028,50-100cm
19.0,2.995732273553991,0-20cm
11.5,2.5257286443082556,0-20cm
8.5,2.2512917986064953,20-50cm
11.2,2.501435951739211,50-100cm
16.6,2.8678989020441064,0-20cm
5.7,1.9021075263969205,20-50cm
2.6,1.2809338454620642,50-100cm
0.7,0.5306282510621704,>100cm
59.5,4.102643365036796,0-20cm
25.1,3.261935314328648,0-20cm
23.9,3.214867803470662,20-50cm
11.7,2.5416019934645457,20-50cm
3.9,1.589235205116581,50-100cm
12.8,2.624668592163159,0-20cm
2.8,1.33500106673234,20-50cm
2.4,1.2237754316221157,50-100cm
2.7,1.308332819650179,50-100cm
21.3,3.104586678466073,0-20cm
14.4,2.7343675094195836,20-50cm
14.2,2.7212954278522306,50-100cm
11.3,2.509599262378372,50-100cm
41.0,3.7376696182833684,0-20cm
24.3,3.2308043957334744,0-20cm
11.7,2.5416019934645457,20-50cm
11.4,2.517696472610991,50-100cm
21.3,3.104586678466073,0-20cm
15.8,2.8213788864092133,20-50cm
14.5,2.740840023925201,20-50cm
3.3,1.4586150226995167,50-100cm
16.1,2.8390784635086144,0-20cm
12.2,2.580216829592325,20-50cm
7.3,2.1162555148025524,20-50cm
18.1,2.9496883350525844,0-20cm
11.5,2.5257286443082556,0-20cm
11.0,2.4849066497880004,20-50cm
13.3,2.6602595372658615,20-50cm
0.61,0.4762341789963716,0-20cm
0.63,0.48858001481867097,0-20cm
0.76,0.5653138090500605,0-20cm
9.9,2.388762789235098,0-20cm
19.0,2.995732273553991,0-20cm
13.5,2.6741486494265287,20-50cm
2.7,1.308332819650179,0-20cm
4.9,1.7749523509116738,0-20cm
2.7,1.308332819650179,>100cm
11.2,2.501435951739211,0-20cm
9.3,2.33214389523559,0-20cm
75.4,4.335982696172475,0-20cm
70.3,4.26689632742025,0-20cm
90.1,4.511957804265912,20-50cm
25.7,3.2846635654062037,50-100cm
4.4,1.6863989535702288,50-100cm
43.7,3.7999735016195233,0-20cm
33.6,3.543853682063679,0-20cm
19.8,3.0349529867072724,20-50cm
9.6,2.3608540011180215,20-50cm
6.5,2.0149030205422647,50-100cm
27.3,3.342861804649192,0-20cm
25.6,3.2809112157876537,0-20cm
11.3,2.509599262378372,20-50cm
4.2,1.6486586255873816,20-50cm
3.2,1.4350845252893227,50-100cm
29.2,3.407841924380824,0-20cm
20.0,3.044522437723423,0-20cm
9.9,2.388762789235098,20-50cm
2.6,1.2809338454620642,50-100cm
21.2,3.100092288878234,0-20cm
7.8,2.174751721484161,20-50cm
6.2,1.9740810260220096,20-50cm
6.2,1.9740810260220096,20-50cm
5.5,1.8718021769015913,50-100cm
18.3,2.9601050959108397,0-20cm
4.6,1.7227665977411035,0-20cm
4.7,1.7404661748405046,20-50cm
4.8,1.7578579175523736,50-100cm
27.7,3.3568971227655755,0-20cm
17.3,2.9069010598473755,0-20cm
8.4,2.2407096892759584,0-20cm
5.2,1.824549292051046,20-50cm
2.0,1.0986122886681098,50-100cm
27.3,3.342861804649192,0-20cm
8.1,2.2082744135228043,0-20cm
8.0,2.1972245773362196,20-50cm
7.9,2.186051276738094,50-100cm
31.3,3.475067230228611,0-20cm
16.6,2.8678989020441064,0-20cm
9.7,2.3702437414678603,20-50cm
9.6,2.3608540011180215,50-100cm
7.9,2.186051276738094,50-100cm
20.7,3.077312260546414,0-20cm
11.7,2.5416019934645457,0-20cm
6.5,2.0149030205422647,20-50cm
9.2,2.322387720290225,50-100cm
19.1,3.0007198150650303,50-100cm
23.8,3.2108436531709366,0-20cm
12.7,2.617395832834079,0-20cm
8.9,2.2925347571405443,20-50cm
7.2,2.1041341542702074,20-50cm
16.5,2.8622008809294686,0-20cm
9.3,2.33214389523559,0-20cm
3.7,1.547562508716013,20-50cm
17.4,2.91235066461494,0-20cm
8.0,2.1972245773362196,0-20cm
3.7,1.547562508716013,20-50cm
2.8,1.33500106673234,50-100cm
2.3,1.1939224684724346,50-100cm
28.1,3.370738174177447,0-20cm
18.1,2.9496883350525844,0-20cm
6.3,1.9878743481543455,0-20cm
3.6,1.5260563034950494,20-50cm
3.6,1.5260563034950494,50-100cm
20.4,3.0633909220278057,0-20cm
4.7,1.7404661748405046,0-20cm
9.0,2.302585092994046,20-50cm
6.6,2.028148247292285,50-100cm
4.7,1.7404661748405046,50-100cm
25.1,3.261935314328648,0-20cm
12.9,2.631888840136646,20-50cm
2.7,1.308332819650179,20-50cm
2.7,1.308332819650179,50-100cm
28.4,3.380994674344636,0-20cm
17.0,2.8903717578961645,0-20cm
7.9,2.186051276738094,20-50cm
3.3,1.4586150226995167,50-100cm
3.9,1.589235205116581,50-100cm
16.1,2.8390784635086144,0-20cm
7.0,2.0794415416798357,0-20cm
5.3,1.840549633397487,20-50cm
3.5,1.5040773967762742,20-50cm
19.6,3.0252910757955354,0-20cm
6.5,2.0149030205422647,0-20cm
2.9,1.3609765531356006,20-50cm
2.3,1.1939224684724346,20-50cm
2.0,1.0986122886681098,50-100cm
15.8,2.8213788864092133,0-20cm
11.2,2.501435951739211,0-20cm
5.7,1.9021075263969205,20-50cm
2.7,1.308332819650179,20-50cm
1.3,0.832909122935104,50-100cm
4.3,1.667706820558076,>100cm
25.1,3.261935314328648,0-20cm
7.8,2.174751721484161,20-50cm
5.5,1.8718021769015913,20-50cm
4.9,1.7749523509116738,20-50cm
3.7,1.547562508716013,50-100cm
25.2,3.265759410767051,0-20cm
6.7,2.0412203288596382,0-20cm
12.0,2.5649493574615367,20-50cm
