cv_type,seed,fold,model,n_train,n_test,R2_all,RMSE_all,MAE_all,R2_surface,RMSE_surface,R2_deep,RMSE_deep,R2_0-20cm,RMSE_0-20cm,R2_20-50cm,RMSE_20-50cm,R2_50-100cm,RMSE_50-100cm,R2_>100cm,RMSE_>100cm
Random_5fold,20260725,3,RF,15955,3989,0.6824929076506154,0.46377542237333363,0.34770620660806245,0.7023342269152744,0.41545247837707855,0.5791030946340092,0.4814105761742919,0.6877983332100206,0.44040444071775253,0.5416120649049132,0.46800411506392664,0.46696008980658366,0.5028921463577701,0.3508113479708752,0.45135248405501005
Random_5fold,20260725,3,XGBoost,15955,3989,0.7115691882387807,0.44203009666332393,0.3348609695801702,0.7176493038444189,0.4046237169737584,0.6225821399819036,0.4558678709737546,0.7085616221654218,0.4255077271596697,0.6014298111254994,0.43640075050705196,0.52236054775841,0.47604179661568014,0.3601934040164999,0.4480791478038957
Random_5fold,20260725,4,Mean,15956,3988,-6.75344153178159e-06,0.8387241584250323,0.6743088825668506,-0.5046179871266752,0.916981630476389,-0.08067509538048712,0.804595429894645,-0.22677058653470183,0.8889380871764127,-0.0351965490586621,0.759788658831831,-0.47041901274361586,0.8229979363856293,-1.0136429550505528,0.844604195265231
Random_5fold,20260725,4,LinearReg,15956,3988,0.514017503918486,0.5846931416736293,0.4507011819680401,0.49491538630638676,0.5312874784966657,0.3887041186603991,0.6051398102697415,0.5035617778217076,0.5654867622371519,0.36744458781706046,0.5939237425242796,0.1809805440737171,0.6142219051941542,0.07697220918409753,0.5718332301907721
Random_5fold,20260725,4,Ridge,15956,3988,0.5144376206115954,0.5844403625499057,0.4510760495516765,0.49015102835654556,0.5337873591778133,0.39121311328330566,0.6038966695119561,0.5000800535854448,0.5674662924279722,0.36854966306654,0.593404722910725,0.18289617477670317,0.6135031730888477,0.1247759041156643,0.5568287283778098
Random_5fold,20260725,4,RF,15956,3988,0.6903780418437842,0.4666954453879753,0.34817373216239444,0.6694389029719263,0.42980689836973396,0.6138795236457915,0.4809405620224666,0.6850888626140172,0.4503849265767737,0.5898990154298824,0.47821897565327537,0.4684090022714845,0.49484250910779654,0.4962568920348325,0.42244148386396446
Random_5fold,20260725,4,XGBoost,15956,3988,0.7156548798937459,0.4472399350248618,0.33759725428642695,0.6811815637887002,0.4221037637977789,0.6512063274064365,0.4571032286465129,0.7075594801379674,0.43401886865527284,0.6349700215742197,0.45117566306865603,0.5062646007890627,0.4768978059316774,0.525918173050691,0.40981575898223543
Random_5fold,20260726,0,Mean,15955,3989,-0.000268331658759946,0.8313530040984374,0.6656002134054617,-0.4967984134307404,0.9103753859820338,-0.05948492163335484,0.7978387112151313,-0.2648122745273729,0.8886311801648917,-0.032011947623238335,0.7239214468092046,-0.36323872295875015,0.8228098562017867,-0.7898278334772604,0.893290734060925
Random_5fold,20260726,0,LinearReg,15955,3989,0.5171677947492914,0.5775975279784438,0.4489012557968704,0.5202306746968641,0.5154126681006191,0.3998367146208567,0.6004853638707086,0.5139299368410022,0.5508811966760785,0.3128222041041028,0.5907226722834094,0.2847193521943857,0.5960075565796414,0.07948596539003006,0.6406228240337845
Random_5fold,20260726,0,Ridge,15955,3989,0.5168669243006623,0.5777774610498337,0.44944777344181314,0.5149965947625073,0.5182165085133411,0.4012670424123628,0.5997693893435706,0.5102627914598066,0.5529553477380809,0.31513060871226684,0.5897296439385052,0.28625701553849325,0.5953665829692676,0.09236612798241384,0.6361251230635768
Random_5fold,20260726,0,RF,15955,3989,0.6818618474482588,0.46885126074938765,0.3513736486973961,0.6873872294236631,0.4160468208253469,0.6032701219987713,0.4882195529502574,0.6829218378852335,0.4449299880338013,0.546029149347915,0.48013466720797043,0.5002016939456171,0.49820825400134355,0.5048372779473747,0.4698520989209118
Random_5fold,20260726,0,XGBoost,15955,3989,0.7114476579664702,0.4465185570152131,0.33753227924878815,0.6919688919150255,0.41298676981488364,0.6491185229676484,0.4591429662271027,0.705354050012919,0.42890266998881,0.5947062717100211,0.45366369139695867,0.5628760588219934,0.46592479749327065,0.5149066189477792,0.46505024214684876
Random_5fold,20260726,1,Mean,15955,3989,-3.394182534433021e-05,0.8361417909118823,0.6640635876177632,-0.6114808395213898,0.940112139323063,-0.09332361925505372,0.792139715137179,-0.2808768962780246,0.903027483146321,-0.05246123227872901,0.7323950740440507,-0.49463371940239376,0.819973766324549,-0.7383102826477059,0.8406748941007705
Random_5fold,20260726,1,LinearReg,15955,3989,0.5271631155568688,0.57494755782572,0.4415216093737645,0.4863479369804413,0.5307641802735342,0.391003332179803,0.5912006200331857,0.5092185272866383,0.5589736705310839,0.3156631275914341,0.5905780904325677,0.2379919620944032,0.5854803804709678,0.18877962742479182,0.5742934362644073
Random_5fold,20260726,1,Ridge,15955,3989,0.5259107674783862,0.5757084527086991,0.4419460861750823,0.4831402034839227,0.5324188998231065,0.390075212040759,0.591650947868333,0.5073520645221453,0.5600355621774965,0.3173203351916093,0.589862577521069,0.2406959353429744,0.5844406734556019,0.1503432764961088,0.5877412570270395
Random_5fold,20260726,1,RF,15955,3989,0.7032236760944092,0.45549874587049083,0.340564335826116,0.6804215454606077,0.41865456744304486,0.6167190873440106,0.469014229095521,0.6989314067356732,0.43780427564099306,0.5778234965472407,0.463862634539722,0.482040576316359,0.48270349091300035,0.5479581885343383,0.42870024486145547
Random_5fold,20260726,1,XGBoost,15955,3989,0.7266583423519023,0.4371449563159976,0.32966617986086866,0.7045005914207447,0.4025736966393986,0.6474131441863138,0.4498424975360012,0.7196120741266694,0.42250020689035467,0.6273137077983173,0.4358269385344082,0.5187198906374184,0.4652983653363859,0.5426060117398073,0.43123068308016865
Random_5fold,20260726,2,Mean,15955,3989,-0.0002610098529367555,0.8326098887389475,0.6675666076838878,-0.4433482664340094,0.9334475930577608,-0.08956639703901303,0.7886016739299163,-0.21433108966240266,0.8834662527654276,-0.06113229722488911,0.7383494367273342,-0.45837398206102264,0.82959794514052,-1.0819083819505138,0.8417119238196715
Random_5fold,20260726,2,LinearReg,15955,3989,0.500266445434816,0.588510410832088,0.45232556540689633,0.47013498601598425,0.5655708209066651,0.37461596811068476,0.5974536768606313,0.48045773013669646,0.5778722655040891,0.31952300642632425,0.5912673593414735,0.19675798669287126,0.6156819503909037,0.10962599925495997,0.5504513074691819
Random_5fold,20260726,2,Ridge,15955,3989,0.5000302147104788,0.588649492762438,0.45279827631848385,0.46685913059585105,0.5673164291425172,0.3756022958252705,0.5969823523451773,0.47796558766711816,0.5792565774365623,0.3204796975929789,0.5908515780422827,0.19896114500488338,0.614837014377173,0.12073771944772216,0.5470057531166408
Random_5fold,20260726,2,RF,15955,3989,0.6839323916095845,0.4680312910462571,0.3489993467559704,0.6714337184547167,0.4453647795988392,0.6016828363161524,0.4768099993433123,0.6804588176954223,0.45319470444893034,0.5445270628294518,0.4837360679487134,0.5026721480062011,0.48445629637281856,0.41979663951070056,0.44434755270752035
Random_5fold,20260726,2,XGBoost,15955,3989,0.7145996294974507,0.44474611259435126,0.336374206671834,0.6999329665821674,0.4256116577915271,0.6417630571989258,0.45218487239741006,0.7131571042469899,0.42938162645151357,0.608461165128388,0.4485022265290743,0.5294368606207569,0.4712400203643616,0.4236854299127123,0.44285593805955265
Random_5fold,20260726,3,Mean,15955,3989,-7.958539031571732e-06,0.8300840980218004,0.6656751937980847,-0.41753883269213743,0.9044104820802478,-0.07122149644813747,0.7963853231308191,-0.21429957753904416,0.8807660917355834,-0.0330527045058393,0.7468579375586034,-0.44850316886930175,0.8070483719719891,-0.7823749264608146,0.872816399267639
Random_5fold,20260726,3,LinearReg,15955,3989,0.5113962054836345,0.5802281349225955,0.444889297321849,0.5392663125649617,0.5156120857684083,0.3805223369002919,0.6056147356489173,0.5207381351678265,0.5533298524004194,0.370874291437869,0.582834803984716,0.2183377326779813,0.5928562668282172,-0.21399596227838824,0.7203308031079646
Random_5fold,20260726,3,Ridge,15955,3989,0.5167066465100265,0.5770663856646084,0.44468503495467293,0.5339344456825923,0.5185869788848252,0.3915393803754218,0.6002053272145386,0.5172025510372547,0.5553670992348734,0.3704184738148586,0.5830459050955538,0.22084231782213737,0.591905696224878,-0.018386095785285272,0.6597502996085657
Random_5fold,20260726,3,RF,15955,3989,0.6953429393717477,0.45816930443364534,0.34337353184496,0.7209014613758649,0.4013071392685331,0.6103499530870045,0.4803092764942326,0.714654917044382,0.4269557445311162,0.602028561089321,0.4635565416484097,0.44952645856276185,0.4975171610727876,0.38123995067732674,0.514262075472145
Random_5fold,20260726,3,XGBoost,15955,3989,0.7169013993417079,0.44166117884652123,0.33329665793863317,0.7307492866797176,0.3941636182641677,0.6420257377630932,0.460372644103915,0.7342989180830437,0.41199725834386913,0.6475480637760954,0.43624123269458814,0.46505425337683326,0.49044996777096467,0.42447797718791946,0.4959687792983463
Random_5fold,20260726,4,Mean,15956,3988,-8.245280034069324e-06,0.8230190560741842,0.6649061796864056,-0.5633383879114742,0.9113053002316043,-0.09393940842047765,0.7824571128680908,-0.2792711821790077,0.8670447303917409,-0.05595617606548253,0.7433603648027962,-0.4044086515849823,0.8050730264137614,-1.1735337015588834,0.874446916243366
