alpha,R2_mean,R2_std,RMSE_mean,RMSE_std
0.01,0.44282519066715453,0.07129755870361948,0.613937882968267,0.06858887196412279
0.1,0.44320227829372544,0.07099638130354437,0.613718395437419,0.0682998152094239
1.0,0.44343162407278414,0.0706954074931901,0.6135849705687071,0.06805569128566945
10.0,0.44399585346964815,0.07036298069114633,0.6132752388642576,0.06787658319261282
100.0,0.44599088852208074,0.06650588839020725,0.6121964677189398,0.06608232620049874
