Samples,Profile,Latitude,Longitude,Upper_depth_cm,Lower_depth_cm,SOC_g_kg,pH,CLCD,Time,log_SOC,is_surface,grid_lat,grid_lon,grid_id,depth_bin
9557,2350,32.91,112.6005556,0,17,9.44,7.7,Forest,2014,2.3456445824544927,1,6,22,6022,0-20cm
9558,2350,32.91,112.6005556,17,34,6.24,7.4,Forest,2014,1.979621206397625,0,6,22,6022,0-20cm
9559,2350,32.91,112.6005556,34,45,7.11,7.1,Forest,2014,2.093097868127322,0,6,22,6022,20-50cm
9560,2350,32.91,112.6005556,45,82,3.98,7.4,Forest,2014,1.6054298910365616,0,6,22,6022,20-50cm
9561,2350,32.91,112.6005556,82,120,4.13,7.5,Forest,2014,1.6351056591826783,0,6,22,6022,50-100cm
9562,2351,34.28194444,112.6508333,0,20,13.11,7.96,Cropland,2014,2.6468837658647226,1,6,22,6022,0-20cm
9563,2351,34.28194444,112.6508333,20,42,6.32,7.95,Cropland,2014,1.9906103279732201,0,6,22,6022,20-50cm
9564,2351,34.28194444,112.6508333,42,100,1.76,7.93,Cropland,2014,1.0152306797290587,0,6,22,6022,20-50cm
9565,2351,34.28194444,112.6508333,100,140,0.32,8.26,Cropland,2014,0.2776317365982795,0,6,22,6022,>100cm
9566,2352,35.10444444,112.3105556,0,40,2.63,8.29,Forest,2014,1.2892326482767593,0,7,22,7022,0-20cm
9567,2352,35.10444444,112.3105556,40,100,2.82,8.19,Forest,2014,1.3402504226184837,0,7,22,7022,20-50cm
9568,2352,35.10444444,112.3105556,100,160,2.51,8.01,Forest,2014,1.2556160374777743,0,7,22,7022,>100cm
9569,2352,35.10444444,112.3105556,160,200,2.85,8.31,Forest,2014,1.3480731482996928,0,7,22,7022,>100cm
9570,2353,34.45027778,112.6044444,0,20,9.16,8.0,Cropland,2014,2.318458442150336,1,6,22,6022,0-20cm
9571,2353,34.45027778,112.6044444,20,36,4.41,8.2,Cropland,2014,1.6882490928583902,0,6,22,6022,20-50cm
9572,2353,34.45027778,112.6044444,36,60,1.89,8.1,Cropland,2014,1.0612565021243408,0,6,22,6022,20-50cm
9573,2353,34.45027778,112.6044444,60,130,1.36,7.8,Cropland,2014,0.8586616190375187,0,6,22,6022,50-100cm
9574,2354,34.09333333,113.4719444,0,25,11.48,7.8,Forest,2014,2.5241273629412815,1,6,22,6022,0-20cm
9575,2354,34.09333333,113.4719444,25,68,3.16,7.7,Forest,2014,1.425515074273172,0,6,22,6022,20-50cm
9576,2354,34.09333333,113.4719444,68,118,1.69,7.7,Forest,2014,0.9895411936137477,0,6,22,6022,50-100cm
9577,2354,34.09333333,113.4719444,118,145,1.11,7.6,Forest,2014,0.7466879474879752,0,6,22,6022,>100cm
9578,2355,34.56527778,112.7277778,0,20,4.92,9.09,Cropland,2014,1.7783364488959144,1,6,22,6022,0-20cm
9579,2355,34.56527778,112.7277778,20,55,5.01,9.2,Cropland,2014,1.7934247485471162,0,6,22,6022,20-50cm
9580,2355,34.56527778,112.7277778,55,90,2.0,9.04,Cropland,2014,1.0986122886681098,0,6,22,6022,50-100cm
9581,2355,34.56527778,112.7277778,90,155,3.62,7.96,Cropland,2014,1.5303947050936475,0,6,22,6022,50-100cm
9582,2356,35.86166667,114.4930556,0,30,10.54,7.12,Other,2014,2.4458192610799534,1,7,22,7022,0-20cm
9583,2356,35.86166667,114.4930556,30,60,5.35,7.16,Other,2014,1.8484548129046001,0,7,22,7022,20-50cm
9584,2356,35.86166667,114.4930556,60,110,4.71,7.69,Other,2014,1.742219023667919,0,7,22,7022,50-100cm
9585,2356,35.86166667,114.4930556,110,150,2.98,7.86,Other,2014,1.3812818192963463,0,7,22,7022,>100cm
9586,2357,34.635,112.0869444,0,20,5.07,7.8,Cropland,2014,1.803358605071407,1,6,22,6022,0-20cm
9587,2357,34.635,112.0869444,20,30,4.51,8.1,Cropland,2014,1.706564623164823,0,6,22,6022,20-50cm
9588,2357,34.635,112.0869444,30,100,3.1,8.1,Cropland,2014,1.410986973710262,0,6,22,6022,20-50cm
9589,2357,34.635,112.0869444,100,150,2.44,7.8,Cropland,2014,1.235471471385307,0,6,22,6022,>100cm
9590,2358,34.19888889,112.1161111,0,12,7.83,7.7,Cropland,2014,2.178155014615869,1,6,22,6022,0-20cm
9591,2358,34.19888889,112.1161111,12,27,6.03,8.0,Cropland,2014,1.9501867058225735,0,6,22,6022,0-20cm
9592,2358,34.19888889,112.1161111,27,60,3.93,8.1,Cropland,2014,1.5953389880545987,0,6,22,6022,20-50cm
9593,2358,34.19888889,112.1161111,60,82,3.54,8.0,Cropland,2014,1.5129270120532565,0,6,22,6022,50-100cm
9594,2358,34.19888889,112.1161111,82,140,2.13,7.9,Cropland,2014,1.1410330045520618,0,6,22,6022,50-100cm
9595,2359,34.0,111.7480556,0,18,12.88,7.9,Other,2014,2.6304489550786583,1,6,22,6022,0-20cm
9596,2359,34.0,111.7480556,18,29,10.67,8.0,Other,2014,2.4570214462984645,0,6,22,6022,0-20cm
9597,2359,34.0,111.7480556,29,50,6.9,8.1,Other,2014,2.066862759472976,0,6,22,6022,20-50cm
9598,2359,34.0,111.7480556,50,90,8.53,8.1,Other,2014,2.254444717666111,0,6,22,6022,50-100cm
9599,2359,34.0,111.7480556,90,130,4.76,8.1,Other,2014,1.7509374747078,0,6,22,6022,50-100cm
9600,2360,34.44361111,112.2247222,0,10,1.58,7.83,Cropland,2014,0.9477893989335261,1,6,22,6022,0-20cm
9601,2360,34.44361111,112.2247222,10,46,5.82,7.75,Cropland,2014,1.9198594718553708,0,6,22,6022,0-20cm
9602,2360,34.44361111,112.2247222,46,69,5.53,7.77,Cropland,2014,1.8764069432883397,0,6,22,6022,20-50cm
9603,2360,34.44361111,112.2247222,69,115,4.96,7.78,Cropland,2014,1.7850704810772584,0,6,22,6022,50-100cm
9604,2361,34.79944444,111.7636111,0,28,18.94,9.03,Cropland,2014,2.9927277645336923,1,6,22,6022,0-20cm
9605,2361,34.79944444,111.7636111,28,70,14.25,8.97,Cropland,2014,2.7245795030534206,0,6,22,6022,20-50cm
9606,2361,34.79944444,111.7636111,70,140,7.37,8.93,Cropland,2014,2.124653884501384,0,6,22,6022,50-100cm
9607,2361,34.79944444,111.7636111,140,170,6.14,9.24,Cropland,2014,1.965712776351493,0,6,22,6022,>100cm
9608,2362,34.41777778,112.9705556,0,10,22.48,7.7,Forest,2014,3.1561489949598958,1,6,22,6022,0-20cm
9609,2362,34.41777778,112.9705556,10,30,6.15,7.74,Forest,2014,1.9671123567059163,0,6,22,6022,0-20cm
9610,2362,34.41777778,112.9705556,30,60,4.3,7.6,Forest,2014,1.667706820558076,0,6,22,6022,20-50cm
9611,2362,34.41777778,112.9705556,60,78,3.24,7.97,Forest,2014,1.4445632692438664,0,6,22,6022,50-100cm
9612,2362,34.41777778,112.9705556,78,140,2.99,8.2,Forest,2014,1.3837912309017721,0,6,22,6022,50-100cm
9613,2363,34.48972222,113.4122222,0,32,16.14,8.17,Forest,2014,2.8414149131696336,0,6,22,6022,0-20cm
9614,2363,34.48972222,113.4122222,32,50,5.9,8.06,Forest,2014,1.9315214116032138,0,6,22,6022,20-50cm
9615,2363,34.48972222,113.4122222,50,88,3.76,7.81,Forest,2014,1.5602476682433286,0,6,22,6022,50-100cm
9616,2363,34.48972222,113.4122222,88,140,3.93,7.77,Forest,2014,1.5953389880545987,0,6,22,6022,50-100cm
9617,2364,35.11444444,112.5080556,0,28,6.32,8.29,Other,2014,1.9906103279732201,1,7,22,7022,0-20cm
9618,2364,35.11444444,112.5080556,28,80,4.62,8.02,Other,2014,1.7263316639055997,0,7,22,7022,20-50cm
9619,2364,35.11444444,112.5080556,80,122,4.28,8.09,Other,2014,1.6639260977181702,0,7,22,7022,50-100cm
9620,2364,35.11444444,112.5080556,122,150,4.55,7.88,Other,2014,1.713797927758343,0,7,22,7022,>100cm
9621,2365,34.41972222,113.2208333,0,20,13.29,8.18,Forest,2014,2.659559991941776,1,6,22,6022,0-20cm
9622,2365,34.41972222,113.2208333,20,46,12.38,8.16,Forest,2014,2.5937610547000824,0,6,22,6022,20-50cm
9623,2365,34.41972222,113.2208333,46,80,11.73,7.96,Forest,2014,2.543961412569315,0,6,22,6022,20-50cm
9624,2365,34.41972222,113.2208333,80,125,6.49,7.95,Forest,2014,2.0135687975291283,0,6,22,6022,50-100cm
9625,2365,34.41972222,113.2208333,125,150,12.78,8.0,Forest,2014,2.6232182655855123,0,6,22,6022,>100cm
9626,2366,34.20333333,113.4472222,0,21,8.29,8.24,Forest,2014,2.2289385528257473,1,6,22,6022,0-20cm
9627,2366,34.20333333,113.4472222,21,52,5.36,8.31,Forest,2014,1.8500283773520307,0,6,22,6022,20-50cm
9628,2366,34.20333333,113.4472222,52,87,3.21,8.08,Forest,2014,1.43746264769429,0,6,22,6022,50-100cm
9629,2366,34.20333333,113.4472222,87,110,2.74,7.97,Forest,2014,1.3190856114264407,0,6,22,6022,50-100cm
9630,2366,34.20333333,113.4472222,110,140,2.96,8.06,Forest,2014,1.3762440252663892,0,6,22,6022,>100cm
9631,2367,34.80138889,112.9197222,0,20,10.27,8.17,Forest,2014,2.422144328051685,1,6,22,6022,0-20cm
9632,2367,34.80138889,112.9197222,20,50,4.77,8.13,Forest,2014,1.7526720805200082,0,6,22,6022,20-50cm
9633,2367,34.80138889,112.9197222,50,79,3.01,8.04,Forest,2014,1.3887912413184778,0,6,22,6022,50-100cm
9634,2367,34.80138889,112.9197222,79,115,2.56,8.1,Forest,2014,1.269760544863939,0,6,22,6022,50-100cm
9635,2367,34.80138889,112.9197222,115,140,1.42,8.32,Forest,2014,0.883767540168595,0,6,22,6022,>100cm
9636,2368,34.56861111,112.5269444,0,20,14.85,8.63,Forest,2014,2.7631695003232895,1,6,22,6022,0-20cm
9637,2368,34.56861111,112.5269444,20,60,8.75,8.34,Forest,2014,2.277267285009756,0,6,22,6022,20-50cm
9638,2368,34.56861111,112.5269444,60,90,6.47,8.17,Forest,2014,2.010894999144726,0,6,22,6022,50-100cm
9639,2368,34.56861111,112.5269444,90,120,7.73,8.04,Forest,2014,2.166765369851511,0,6,22,6022,50-100cm
9640,2368,34.56861111,112.5269444,120,150,6.89,8.38,Forest,2014,2.065596134857783,0,6,22,6022,>100cm
9641,2369,35.93833333,114.4358333,0,15,9.67,7.49,Forest,2014,2.367436065313662,1,7,22,7022,0-20cm
9642,2369,35.93833333,114.4358333,15,60,3.72,7.39,Forest,2014,1.551808799597464,0,7,22,7022,0-20cm
9643,2369,35.93833333,114.4358333,60,100,4.26,7.59,Forest,2014,1.6601310267496185,0,7,22,7022,50-100cm
9644,2369,35.93833333,114.4358333,100,140,3.03,7.55,Forest,2014,1.3937663759585917,0,7,22,7022,>100cm
9645,2369,35.93833333,114.4358333,140,160,2.95,7.53,Forest,2014,1.3737155789130306,0,7,22,7022,>100cm
9646,2370,34.80722222,113.5688889,0,22,11.31,8.37,Other,2014,2.510411940196362,1,6,22,6022,0-20cm
9647,2370,34.80722222,113.5688889,22,45,4.45,8.36,Other,2014,1.6956156086751528,0,6,22,6022,20-50cm
9648,2370,34.80722222,113.5688889,45,80,4.06,8.3,Other,2014,1.6213664832993742,0,6,22,6022,20-50cm
9649,2370,34.80722222,113.5688889,80,148,4.34,8.37,Other,2014,1.6752256529721035,0,6,22,6022,50-100cm
9650,2370,34.80722222,113.5688889,148,170,2.66,8.22,Other,2014,1.297463147413275,0,6,22,6022,>100cm
9651,2371,34.56611111,113.0175,0,40,5.43,8.02,Forest,2014,1.860974538249528,0,6,22,6022,0-20cm
9652,2371,34.56611111,113.0175,40,110,4.55,7.85,Forest,2014,1.713797927758343,0,6,22,6022,20-50cm
9653,2371,34.56611111,113.0175,110,160,4.18,7.77,Forest,2014,1.6448050562713916,0,6,22,6022,>100cm
9654,2372,32.26666667,114.5211111,0,20,9.52,7.15,Forest,2014,2.3532782073095637,1,6,22,6022,0-20cm
9655,2372,32.26666667,114.5211111,20,50,3.85,7.22,Forest,2014,1.5789787049493917,0,6,22,6022,20-50cm
9656,2372,32.26666667,114.5211111,50,80,4.2,7.8,Forest,2014,1.6486586255873816,0,6,22,6022,50-100cm
9657,2372,32.26666667,114.5211111,80,160,4.06,8.0,Forest,2014,1.6213664832993742,0,6,22,6022,50-100cm
9658,2373,33.20027778,113.4711111,0,20,2.16,7.15,Cropland,2014,1.1505720275988207,1,6,22,6022,0-20cm
9659,2373,33.20027778,113.4711111,20,45,2.33,6.64,Cropland,2014,1.2029723039923526,0,6,22,6022,20-50cm
9660,2373,33.20027778,113.4711111,45,120,1.17,7.25,Cropland,2014,0.7747271675523681,0,6,22,6022,20-50cm
9661,2373,33.20027778,113.4711111,120,150,1.0,7.22,Cropland,2014,0.6931471805599453,0,6,22,6022,>100cm
9662,2374,32.64444444,114.4041667,0,20,6.57,6.58,Cropland,2014,2.0241930674493576,1,6,22,6022,0-20cm
9663,2374,32.64444444,114.4041667,20,60,0.83,6.97,Cropland,2014,0.6043159668533296,0,6,22,6022,20-50cm
9664,2374,32.64444444,114.4041667,60,100,2.94,7.2,Cropland,2014,1.3711807233098425,0,6,22,6022,50-100cm
9665,2374,32.64444444,114.4041667,100,150,3.39,7.19,Cropland,2014,1.47932922708708,0,6,22,6022,>100cm
9666,2375,33.01472222,112.4575,0,16,22.61,8.59,Cropland,2014,3.1616703510974213,1,6,22,6022,0-20cm
9667,2375,33.01472222,112.4575,16,50,5.39,8.43,Cropland,2014,1.8547342683894434,0,6,22,6022,0-20cm
9668,2375,33.01472222,112.4575,50,90,3.34,8.45,Cropland,2014,1.4678743481123135,0,6,22,6022,50-100cm
9669,2375,33.01472222,112.4575,90,120,2.68,8.32,Cropland,2014,1.3029127521808397,0,6,22,6022,50-100cm
9670,2376,32.06888889,114.9438889,0,30,6.2,7.25,Other,2014,1.9740810260220096,1,6,22,6022,0-20cm
9671,2376,32.06888889,114.9438889,30,60,6.47,7.45,Other,2014,2.010894999144726,0,6,22,6022,20-50cm
9672,2376,32.06888889,114.9438889,60,80,5.99,7.46,Other,2014,1.944480556245719,0,6,22,6022,50-100cm
9673,2376,32.06888889,114.9438889,80,130,5.89,7.46,Other,2014,1.9300710850255671,0,6,22,6022,50-100cm
9674,2377,33.185,111.6747222,0,20,7.88,8.26,Forest,2014,2.1838015570040787,1,6,22,6022,0-20cm
9675,2377,33.185,111.6747222,20,44,3.37,8.48,Forest,2014,1.4747630091074988,0,6,22,6022,20-50cm
9676,2377,33.185,111.6747222,44,80,2.05,8.5,Forest,2014,1.1151415906193203,0,6,22,6022,20-50cm
9677,2377,33.185,111.6747222,80,115,2.06,8.54,Forest,2014,1.1184149159642893,0,6,22,6022,50-100cm
9678,2378,32.23361111,114.0425,0,20,22.13,9.18,Forest,2014,3.141130476243348,1,6,22,6022,0-20cm
9679,2378,32.23361111,114.0425,20,60,1.76,8.72,Forest,2014,1.0152306797290587,0,6,22,6022,20-50cm
9680,2378,32.23361111,114.0425,60,100,2.06,8.85,Forest,2014,1.1184149159642893,0,6,22,6022,50-100cm
9681,2379,32.88611111,113.2786111,0,18,7.58,7.55,Cropland,2014,2.149433913499871,1,6,22,6022,0-20cm
9682,2379,32.88611111,113.2786111,18,40,3.81,7.39,Cropland,2014,1.5706970841176697,0,6,22,6022,0-20cm
9683,2379,32.88611111,113.2786111,40,80,4.55,7.47,Cropland,2014,1.713797927758343,0,6,22,6022,20-50cm
9684,2379,32.88611111,113.2786111,80,110,2.89,7.29,Cropland,2014,1.358409157630355,0,6,22,6022,50-100cm
9685,2379,32.88611111,113.2786111,110,130,2.66,7.44,Cropland,2014,1.297463147413275,0,6,22,6022,>100cm
9686,2380,32.67333333,114.4283333,0,20,7.31,6.58,Cropland,2014,2.1174596088673567,1,6,22,6022,0-20cm
9687,2380,32.67333333,114.4283333,20,45,6.01,7.03,Cropland,2014,1.9473377010464987,0,6,22,6022,20-50cm
9688,2380,32.67333333,114.4283333,45,78,4.94,6.99,Cropland,2014,1.7817091333745536,0,6,22,6022,20-50cm
9689,2380,32.67333333,114.4283333,78,130,3.1,6.75,Cropland,2014,1.410986973710262,0,6,22,6022,50-100cm
9690,2381,33.46972222,113.3277778,0,22,5.37,7.89,Cropland,2014,1.851599469584072,1,6,22,6022,0-20cm
9691,2381,33.46972222,113.3277778,22,40,3.75,7.85,Cropland,2014,1.55814461804655,0,6,22,6022,20-50cm
9692,2381,33.46972222,113.3277778,40,70,3.73,7.8,Cropland,2014,1.5539252025038417,0,6,22,6022,20-50cm
9693,2382,34.26666667,110.4927778,0,16,13.79,8.76,Forest,2014,2.6939512767227085,1,6,22,6022,0-20cm
9694,2382,34.26666667,110.4927778,16,32,10.33,8.82,Forest,2014,2.427454075039915,0,6,22,6022,0-20cm
9695,2382,34.26666667,110.4927778,32,80,7.75,8.42,Forest,2014,2.169053700369523,0,6,22,6022,20-50cm
9696,2382,34.26666667,110.4927778,80,90,5.74,8.35,Forest,2014,1.9080599249242156,0,6,22,6022,50-100cm
9697,2383,33.18583333,113.4763889,0,20,5.72,6.45,Cropland,2014,1.9050881545350582,1,6,22,6022,0-20cm
9698,2383,33.18583333,113.4763889,20,60,2.52,6.44,Cropland,2014,1.2584609896100056,0,6,22,6022,20-50cm
9699,2383,33.18583333,113.4763889,60,120,2.02,6.75,Cropland,2014,1.1052568313867783,0,6,22,6022,50-100cm
9700,2383,33.18583333,113.4763889,120,150,2.09,6.59,Cropland,2014,1.128171090909654,0,6,22,6022,>100cm
9701,2384,34.27166667,110.5794444,0,18,21.18,8.43,Forest,2014,3.099190981922221,1,6,22,6022,0-20cm
9702,2384,34.27166667,110.5794444,18,50,12.81,8.31,Forest,2014,2.6253929674212007,0,6,22,6022,0-20cm
9703,2384,34.27166667,110.5794444,50,100,5.59,8.55,Forest,2014,1.8855533485144158,0,6,22,6022,50-100cm
9704,2384,34.27166667,110.5794444,100,190,5.36,8.33,Forest,2014,1.8500283773520307,0,6,22,6022,>100cm
9705,2385,32.62333333,112.2002778,0,25,13.08,8.1,Cropland,2014,2.644755350729896,1,6,22,6022,0-20cm
9706,2385,32.62333333,112.2002778,25,65,13.56,8.0,Cropland,2014,2.67827804276854,0,6,22,6022,20-50cm
9707,2385,32.62333333,112.2002778,65,110,3.42,8.0,Cropland,2014,1.4861396960896067,0,6,22,6022,50-100cm
9708,2385,32.62333333,112.2002778,110,130,3.64,8.2,Cropland,2014,1.534714366238164,0,6,22,6022,>100cm
9709,2386,33.00055556,112.8119444,0,21,10.79,7.3,Forest,2014,2.4672517145492794,1,6,22,6022,0-20cm
9710,2386,33.00055556,112.8119444,21,40,7.97,7.4,Forest,2014,2.1938856760707046,0,6,22,6022,20-50cm
9711,2386,33.00055556,112.8119444,40,60,4.92,7.9,Forest,2014,1.7783364488959144,0,6,22,6022,20-50cm
9712,2386,33.00055556,112.8119444,60,110,1.84,8.2,Forest,2014,1.0438040521731147,0,6,22,6022,50-100cm
9713,2387,32.43277778,112.2608333,0,20,13.58,6.1,Cropland,2014,2.6796507265805123,1,6,22,6022,0-20cm
9714,2387,32.43277778,112.2608333,20,30,8.51,7.8,Cropland,2014,2.252343876557299,0,6,22,6022,20-50cm
9715,2387,32.43277778,112.2608333,30,40,9.11,8.3,Cropland,2014,2.3135250330323798,0,6,22,6022,20-50cm
9716,2387,32.43277778,112.2608333,40,105,4.76,8.1,Cropland,2014,1.7509374747078,0,6,22,6022,20-50cm
9717,2387,32.43277778,112.2608333,105,130,3.29,7.6,Cropland,2014,1.4562867329399256,0,6,22,6022,>100cm
9718,2388,33.11916667,114.3858333,0,19,13.48,7.3,Forest,2014,2.6727683869575705,1,6,22,6022,0-20cm
9719,2388,33.11916667,114.3858333,19,40,10.62,8.2,Forest,2014,2.4527277514237653,0,6,22,6022,0-20cm
9720,2388,33.11916667,114.3858333,40,70,3.91,7.5,Forest,2014,1.5912739418064292,0,6,22,6022,20-50cm
9721,2388,33.11916667,114.3858333,70,120,2.15,8.2,Forest,2014,1.1474024528375417,0,6,22,6022,50-100cm
9722,2388,33.11916667,114.3858333,120,150,2.09,8.6,Forest,2014,1.128171090909654,0,6,22,6022,>100cm
9723,2389,32.76472222,112.1261111,0,20,11.08,7.8,Forest,2014,2.4915511925066687,1,6,22,6022,0-20cm
9724,2389,32.76472222,112.1261111,20,34,5.29,7.6,Forest,2014,1.8389610707123492,0,6,22,6022,20-50cm
9725,2389,32.76472222,112.1261111,34,59,4.26,7.6,Forest,2014,1.6601310267496185,0,6,22,6022,20-50cm
9726,2389,32.76472222,112.1261111,59,83,1.15,7.9,Forest,2014,0.7654678421395714,0,6,22,6022,50-100cm
9727,2389,32.76472222,112.1261111,83,130,1.22,8.3,Forest,2014,0.7975071958841881,0,6,22,6022,50-100cm
9728,2390,33.435,113.8630556,0,17,9.07,6.1,Cropland,2014,2.309560706730471,1,6,22,6022,0-20cm
9729,2390,33.435,113.8630556,17,34,5.86,7.6,Cropland,2014,1.925707441737794,0,6,22,6022,0-20cm
9730,2390,33.435,113.8630556,34,51,4.72,7.0,Cropland,2014,1.7439688053917064,0,6,22,6022,20-50cm
9731,2390,33.435,113.8630556,51,82,2.56,7.4,Cropland,2014,1.269760544863939,0,6,22,6022,50-100cm
9732,2390,33.435,113.8630556,82,130,1.79,8.2,Cropland,2014,1.0260415958332743,0,6,22,6022,50-100cm
9733,2391,32.91888889,112.1425,0,20,18.77,7.4,Grassland,2014,2.9841656371825254,1,6,22,6022,0-20cm
9734,2391,32.91888889,112.1425,20,44,13.87,7.91,Grassland,2014,2.6993457604720636,0,6,22,6022,20-50cm
9735,2391,32.91888889,112.1425,44,65,11.79,8.02,Grassland,2014,2.548663615590751,0,6,22,6022,20-50cm
9736,2391,32.91888889,112.1425,65,90,5.94,8.37,Grassland,2014,1.937301774518713,0,6,22,6022,50-100cm
9737,2391,32.91888889,112.1425,90,140,4.01,8.34,Grassland,2014,1.6114359150967734,0,6,22,6022,50-100cm
9738,2392,32.73833333,112.1477778,0,16,14.86,7.9,Forest,2014,2.7638002162067017,1,6,22,6022,0-20cm
9739,2392,32.73833333,112.1477778,16,26,7.3,7.4,Forest,2014,2.1162555148025524,0,6,22,6022,0-20cm
9740,2392,32.73833333,112.1477778,26,58,6.91,8.8,Forest,2014,2.0681277817795625,0,6,22,6022,20-50cm
9741,2392,32.73833333,112.1477778,58,82,1.39,8.7,Forest,2014,0.8712933659434192,0,6,22,6022,50-100cm
9742,2392,32.73833333,112.1477778,82,130,0.71,8.3,Forest,2014,0.5364933705145685,0,6,22,6022,50-100cm
9743,2393,32.95555556,113.2883333,0,18,8.39,7.61,Cropland,2014,2.2396452932201716,1,6,22,6022,0-20cm
9744,2393,32.95555556,113.2883333,18,42,6.85,8.17,Cropland,2014,2.060513531794317,0,6,22,6022,0-20cm
9745,2393,32.95555556,113.2883333,42,82,2.37,8.09,Cropland,2014,1.2149127443642704,0,6,22,6022,20-50cm
9746,2393,32.95555556,113.2883333,82,120,1.28,8.12,Cropland,2014,0.8241754429663494,0,6,22,6022,50-100cm
9747,2394,33.29361111,113.9641667,0,18,13.9,6.8,Cropland,2014,2.7013612129514133,1,6,22,6022,0-20cm
9748,2394,33.29361111,113.9641667,18,28,6.54,7.2,Cropland,2014,2.020222182019865,0,6,22,6022,0-20cm
9749,2394,33.29361111,113.9641667,28,65,4.48,6.9,Cropland,2014,1.7011051009599243,0,6,22,6022,20-50cm
9750,2394,33.29361111,113.9641667,65,90,3.74,7.6,Cropland,2014,1.556037135706985,0,6,22,6022,50-100cm
9751,2394,33.29361111,113.9641667,90,115,2.6,7.6,Cropland,2014,1.2809338454620642,0,6,22,6022,50-100cm
9752,2395,32.82166667,112.6383333,0,19,9.92,6.07,Cropland,2014,2.390595970316759,1,6,22,6022,0-20cm
9753,2395,32.82166667,112.6383333,19,41,6.89,7.02,Cropland,2014,2.065596134857783,0,6,22,6022,0-20cm
9754,2395,32.82166667,112.6383333,41,59,4.78,7.89,Cropland,2014,1.7544036826842861,0,6,22,6022,20-50cm
9755,2395,32.82166667,112.6383333,59,89,1.91,7.75,Cropland,2014,1.068153081183401,0,6,22,6022,50-100cm
9756,2395,32.82166667,112.6383333,89,120,2.19,8.17,Cropland,2014,1.1600209167967532,0,6,22,6022,50-100cm
9757,2396,32.45222222,115.3219444,0,15,13.81,5.8,Cropland,2014,2.6953026282797072,1,6,23,6023,0-20cm
9758,2396,32.45222222,115.3219444,15,25,6.55,6.8,Cropland,2014,2.0215475632609334,0,6,23,6023,0-20cm
9759,2396,32.45222222,115.3219444,25,50,3.48,7.1,Cropland,2014,1.4996230464268938,0,6,23,6023,20-50cm
9760,2396,32.45222222,115.3219444,50,80,2.22,7.3,Cropland,2014,1.169381359556317,0,6,23,6023,50-100cm
9761,2396,32.45222222,115.3219444,80,150,1.77,7.4,Cropland,2014,1.0188473201992472,0,6,23,6023,50-100cm
9762,2397,32.33166667,114.5238889,0,17,16.36,6.0,Cropland,2014,2.854168709232204,1,6,22,6022,0-20cm
9763,2397,32.33166667,114.5238889,17,35,5.2,7.0,Cropland,2014,1.824549292051046,0,6,22,6022,0-20cm
9764,2397,32.33166667,114.5238889,35,110,2.58,7.1,Cropland,2014,1.275362800412609,0,6,22,6022,20-50cm
9765,2397,32.33166667,114.5238889,110,140,2.59,6.6,Cropland,2014,1.2781522025001875,0,6,22,6022,>100cm
9766,2398,32.40305556,115.0002778,0,15,10.02,7.33,Forest,2014,2.3997118037247684,1,6,23,6023,0-20cm
9767,2398,32.40305556,115.0002778,15,30,6.58,7.71,Forest,2014,2.0255131996542803,0,6,23,6023,0-20cm
9768,2398,32.40305556,115.0002778,30,55,8.52,7.8,Forest,2014,2.253394848803274,0,6,23,6023,20-50cm
9769,2398,32.40305556,115.0002778,55,90,8.19,8.03,Forest,2014,2.2181159363675955,0,6,23,6023,50-100cm
9770,2399,32.07777778,114.0391667,0,20,27.21,7.42,Cropland,2014,3.339676525013905,1,6,22,6022,0-20cm
9771,2399,32.07777778,114.0391667,20,40,8.25,7.89,Cropland,2014,2.224623551524334,0,6,22,6022,20-50cm
9772,2399,32.07777778,114.0391667,40,60,9.03,7.73,Cropland,2014,2.305580601973844,0,6,22,6022,20-50cm
9773,2400,34.56083333,115.8866667,0,18,2.77,9.0,Grassland,2014,1.3270750014599193,1,6,23,6023,0-20cm
9774,2400,34.56083333,115.8866667,18,48,2.44,9.6,Grassland,2014,1.235471471385307,0,6,23,6023,0-20cm
9775,2400,34.56083333,115.8866667,48,68,2.58,9.1,Grassland,2014,1.275362800412609,0,6,23,6023,20-50cm
9776,2400,34.56083333,115.8866667,68,90,1.83,9.4,Grassland,2014,1.0402767116551463,0,6,23,6023,50-100cm
9777,2401,34.86833333,113.8063889,0,28,5.46,8.62,Cropland,2014,1.8656293177945105,1,6,22,6022,0-20cm
9778,2401,34.86833333,113.8063889,28,60,4.38,8.66,Cropland,2014,1.682688374173693,0,6,22,6022,20-50cm
9779,2401,34.86833333,113.8063889,60,78,3.89,8.43,Cropland,2014,1.5871923034867808,0,6,22,6022,50-100cm
9780,2401,34.86833333,113.8063889,78,110,3.93,8.73,Cropland,2014,1.5953389880545987,0,6,22,6022,50-100cm
9781,2402,34.92,113.6083333,0,20,8.37,8.37,Forest,2014,2.2375130962503307,1,6,22,6022,0-20cm
9782,2402,34.92,113.6083333,20,40,2.37,8.4,Forest,2014,1.2149127443642704,0,6,22,6022,20-50cm
9783,2402,34.92,113.6083333,40,70,2.5,8.45,Forest,2014,1.252762968495368,0,6,22,6022,20-50cm
9784,2402,34.92,113.6083333,70,100,3.67,8.48,Forest,2014,1.541159071680806,0,6,22,6022,50-100cm
9785,2402,34.92,113.6083333,100,140,2.03,8.48,Forest,2014,1.1085626195212777,0,6,22,6022,>100cm
