Samples,Profile,Latitude,Longitude,Upper_depth_cm,Lower_depth_cm,SOC_g_kg,pH,CLCD,Time,log_SOC,is_surface,grid_lat,grid_lon,grid_id,depth_bin
4965,1225,30.08930556,105.7096944,0,18,7.4,8.3,Grassland,2014,2.128231705849268,1,6,21,6021,0-20cm
4966,1225,30.08930556,105.7096944,18,24,8.2,8.3,Grassland,2014,2.2192034840549946,0,6,21,6021,0-20cm
4967,1225,30.08930556,105.7096944,24,33,2.4,8.4,Grassland,2014,1.2237754316221157,0,6,21,6021,20-50cm
4968,1225,30.08930556,105.7096944,33,70,1.2,7.9,Grassland,2014,0.7884573603642702,0,6,21,6021,20-50cm
4969,1225,30.08930556,105.7096944,70,100,0.6,7.7,Grassland,2014,0.4700036292457355,0,6,21,6021,50-100cm
4970,1225,30.08930556,105.7096944,100,140,0.5,7.5,Grassland,2014,0.4054651081081644,0,6,21,6021,>100cm
4971,1226,29.59527778,105.7235278,0,17,15.4,8.1,Cropland,2014,2.797281334830153,1,5,21,5021,0-20cm
4972,1226,29.59527778,105.7235278,17,24,12.6,8.0,Cropland,2014,2.6100697927420065,0,5,21,5021,0-20cm
4973,1226,29.59527778,105.7235278,24,60,8.0,8.1,Cropland,2014,2.1972245773362196,0,5,21,5021,20-50cm
4974,1226,29.59527778,105.7235278,60,81,3.5,8.2,Cropland,2014,1.5040773967762742,0,5,21,5021,50-100cm
4975,1226,29.59527778,105.7235278,81,130,2.3,8.2,Cropland,2014,1.1939224684724346,0,5,21,5021,50-100cm
4976,1227,30.88547222,109.6471389,0,15,16.1,8.1,Cropland,2014,2.8390784635086144,1,6,21,6021,0-20cm
4977,1227,30.88547222,109.6471389,15,22,10.0,8.1,Cropland,2014,2.3978952727983707,0,6,21,6021,0-20cm
4978,1227,30.88547222,109.6471389,22,52,8.5,8.1,Cropland,2014,2.2512917986064953,0,6,21,6021,20-50cm
4979,1227,30.88547222,109.6471389,52,76,8.0,8.1,Cropland,2014,2.1972245773362196,0,6,21,6021,50-100cm
4980,1227,30.88547222,109.6471389,76,105,6.8,8.2,Cropland,2014,2.0541237336955462,0,6,21,6021,50-100cm
4981,1227,30.88547222,109.6471389,105,140,6.5,8.2,Cropland,2014,2.0149030205422647,0,6,21,6021,>100cm
4982,1228,30.10338889,105.8213333,0,18,9.9,8.2,Cropland,2014,2.388762789235098,1,6,21,6021,0-20cm
4983,1228,30.10338889,105.8213333,18,26,6.1,8.3,Cropland,2014,1.9600947840472698,0,6,21,6021,0-20cm
4984,1228,30.10338889,105.8213333,26,60,4.5,8.3,Cropland,2014,1.7047480922384253,0,6,21,6021,20-50cm
4985,1228,30.10338889,105.8213333,60,97,4.4,8.3,Cropland,2014,1.6863989535702288,0,6,21,6021,50-100cm
4986,1228,30.10338889,105.8213333,97,120,5.0,8.5,Cropland,2014,1.791759469228055,0,6,21,6021,50-100cm
4987,1229,29.331,105.8824167,0,19,12.3,5.0,Forest,2014,2.5877640352277083,1,5,21,5021,0-20cm
4988,1229,29.331,105.8824167,19,26,10.3,5.3,Forest,2014,2.424802725718295,0,5,21,5021,0-20cm
4989,1229,29.331,105.8824167,26,62,6.4,5.7,Forest,2014,2.0014800002101243,0,5,21,5021,20-50cm
4990,1229,29.331,105.8824167,62,82,4.4,5.7,Forest,2014,1.6863989535702288,0,5,21,5021,50-100cm
4991,1229,29.331,105.8824167,82,117,3.3,6.1,Forest,2014,1.4586150226995167,0,5,21,5021,50-100cm
4992,1229,29.331,105.8824167,117,150,4.7,6.4,Forest,2014,1.7404661748405046,0,5,21,5021,>100cm
4993,1230,29.06147222,106.1970278,0,18,10.4,4.6,Cropland,2014,2.4336133554004498,1,5,21,5021,0-20cm
4994,1230,29.06147222,106.1970278,18,26,8.8,5.0,Cropland,2014,2.2823823856765264,0,5,21,5021,0-20cm
4995,1230,29.06147222,106.1970278,26,50,3.4,5.6,Cropland,2014,1.4816045409242156,0,5,21,5021,20-50cm
4996,1230,29.06147222,106.1970278,50,90,2.8,6.0,Cropland,2014,1.33500106673234,0,5,21,5021,50-100cm
4997,1230,29.06147222,106.1970278,90,130,2.0,6.2,Cropland,2014,1.0986122886681098,0,5,21,5021,50-100cm
4998,1231,29.31547222,106.1639167,0,25,8.4,6.0,Forest,2014,2.2407096892759584,1,5,21,5021,0-20cm
4999,1231,29.31547222,106.1639167,25,45,4.7,5.4,Forest,2014,1.7404661748405046,0,5,21,5021,20-50cm
5000,1231,29.31547222,106.1639167,45,62,5.2,5.3,Forest,2014,1.824549292051046,0,5,21,5021,20-50cm
5001,1232,29.58402778,105.38025,0,17,21.5,7.8,Cropland,2014,3.1135153092103742,1,5,21,5021,0-20cm
5002,1232,29.58402778,105.38025,17,25,16.3,7.8,Cropland,2014,2.8507065015037334,0,5,21,5021,0-20cm
5003,1232,29.58402778,105.38025,25,40,14.2,7.8,Cropland,2014,2.7212954278522306,0,5,21,5021,20-50cm
5004,1232,29.58402778,105.38025,40,80,12.3,8.0,Cropland,2014,2.5877640352277083,0,5,21,5021,20-50cm
5005,1232,29.58402778,105.38025,80,128,12.6,8.1,Cropland,2014,2.6100697927420065,0,5,21,5021,50-100cm
5006,1233,29.39275,107.7748056,0,13,20.3,6.9,Cropland,2014,3.0587070727153796,1,5,21,5021,0-20cm
5007,1233,29.39275,107.7748056,13,36,11.6,6.9,Cropland,2014,2.533696813957432,0,5,21,5021,0-20cm
5008,1233,29.39275,107.7748056,36,69,9.3,7.6,Cropland,2014,2.33214389523559,0,5,21,5021,20-50cm
5009,1233,29.39275,107.7748056,69,94,6.3,8.2,Cropland,2014,1.9878743481543455,0,5,21,5021,50-100cm
5010,1233,29.39275,107.7748056,94,120,4.7,8.2,Cropland,2014,1.7404661748405046,0,5,21,5021,50-100cm
5011,1234,31.42866667,109.1890556,0,28,20.1,6.2,Forest,2014,3.0492730404820207,1,6,21,6021,0-20cm
5012,1234,31.42866667,109.1890556,28,43,8.6,6.1,Forest,2014,2.2617630984737906,0,6,21,6021,20-50cm
5013,1234,31.42866667,109.1890556,43,69,8.2,5.9,Forest,2014,2.2192034840549946,0,6,21,6021,20-50cm
5014,1234,31.42866667,109.1890556,69,94,4.7,5.9,Forest,2014,1.7404661748405046,0,6,21,6021,50-100cm
5015,1234,31.42866667,109.1890556,94,128,3.7,6.1,Forest,2014,1.547562508716013,0,6,21,6021,50-100cm
5016,1235,31.03911111,109.9044722,0,18,13.7,6.0,Forest,2014,2.6878474937846906,1,6,21,6021,0-20cm
5017,1235,31.03911111,109.9044722,18,47,4.6,6.3,Forest,2014,1.7227665977411035,0,6,21,6021,0-20cm
5018,1235,31.03911111,109.9044722,47,57,4.1,6.7,Forest,2014,1.62924053973028,0,6,21,6021,20-50cm
5019,1235,31.03911111,109.9044722,57,106,4.6,6.8,Forest,2014,1.7227665977411035,0,6,21,6021,50-100cm
5020,1235,31.03911111,109.9044722,106,132,4.2,6.9,Forest,2014,1.6486586255873816,0,6,21,6021,>100cm
5021,1236,31.00894444,109.886,0,20,10.1,6.0,Forest,2014,2.4069451083182885,1,6,21,6021,0-20cm
5022,1236,31.00894444,109.886,20,35,8.6,7.0,Forest,2014,2.2617630984737906,0,6,21,6021,20-50cm
5023,1236,31.00894444,109.886,35,67,6.3,7.6,Forest,2014,1.9878743481543455,0,6,21,6021,20-50cm
5024,1236,31.00894444,109.886,67,91,4.6,7.7,Forest,2014,1.7227665977411035,0,6,21,6021,50-100cm
5025,1236,31.00894444,109.886,91,145,2.2,7.5,Forest,2014,1.1631508098056809,0,6,21,6021,50-100cm
5026,1237,31.40916667,109.1935833,0,20,10.3,7.0,Forest,2014,2.424802725718295,1,6,21,6021,0-20cm
5027,1237,31.40916667,109.1935833,20,50,8.9,7.4,Forest,2014,2.2925347571405443,0,6,21,6021,20-50cm
5028,1237,31.40916667,109.1935833,50,75,7.4,7.6,Forest,2014,2.128231705849268,0,6,21,6021,50-100cm
5029,1237,31.40916667,109.1935833,75,105,7.2,7.6,Forest,2014,2.1041341542702074,0,6,21,6021,50-100cm
5030,1237,31.40916667,109.1935833,105,138,6.8,7.7,Forest,2014,2.0541237336955462,0,6,21,6021,>100cm
5031,1238,31.33916667,109.5084722,0,22,12.3,8.1,Cropland,2014,2.5877640352277083,1,6,21,6021,0-20cm
5032,1238,31.33916667,109.5084722,22,40,6.9,8.0,Cropland,2014,2.066862759472976,0,6,21,6021,20-50cm
5033,1238,31.33916667,109.5084722,40,62,6.2,7.7,Cropland,2014,1.9740810260220096,0,6,21,6021,20-50cm
5034,1238,31.33916667,109.5084722,62,85,7.0,7.6,Cropland,2014,2.0794415416798357,0,6,21,6021,50-100cm
5035,1239,31.57233333,109.0067778,0,12,16.7,6.6,Forest,2014,2.8735646395797834,1,6,21,6021,0-20cm
5036,1239,31.57233333,109.0067778,12,36,9.4,6.7,Forest,2014,2.341805806147327,0,6,21,6021,0-20cm
5037,1239,31.57233333,109.0067778,36,70,9.0,6.5,Forest,2014,2.302585092994046,0,6,21,6021,20-50cm
5038,1239,31.57233333,109.0067778,70,103,5.7,6.5,Forest,2014,1.9021075263969205,0,6,21,6021,50-100cm
5039,1239,31.57233333,109.0067778,103,141,7.6,6.5,Forest,2014,2.151762203259462,0,6,21,6021,>100cm
5040,1240,31.62666667,108.9754722,0,21,28.2,4.5,Cropland,2014,3.374168709274236,1,6,21,6021,0-20cm
5041,1240,31.62666667,108.9754722,21,50,16.3,4.7,Cropland,2014,2.8507065015037334,0,6,21,6021,20-50cm
5042,1240,31.62666667,108.9754722,50,90,7.5,4.8,Cropland,2014,2.1400661634962708,0,6,21,6021,50-100cm
5043,1240,31.62666667,108.9754722,90,133,5.4,4.8,Cropland,2014,1.8562979903656263,0,6,21,6021,50-100cm
5044,1241,30.22447222,108.4093333,0,20,5.1,5.9,Forest,2014,1.8082887711792655,1,6,21,6021,0-20cm
5045,1241,30.22447222,108.4093333,20,39,3.0,5.8,Forest,2014,1.3862943611198906,0,6,21,6021,20-50cm
5046,1241,30.22447222,108.4093333,39,55,2.2,5.3,Forest,2014,1.1631508098056809,0,6,21,6021,20-50cm
5047,1241,30.22447222,108.4093333,55,90,1.9,5.3,Forest,2014,1.0647107369924282,0,6,21,6021,50-100cm
5048,1241,30.22447222,108.4093333,90,145,1.6,5.2,Forest,2014,0.9555114450274363,0,6,21,6021,50-100cm
5049,1242,30.01002778,108.3960833,0,19,11.4,4.8,Forest,2014,2.517696472610991,1,6,21,6021,0-20cm
5050,1242,30.01002778,108.3960833,19,54,4.3,4.7,Forest,2014,1.667706820558076,0,6,21,6021,0-20cm
5051,1242,30.01002778,108.3960833,54,82,2.5,5.2,Forest,2014,1.252762968495368,0,6,21,6021,50-100cm
5052,1242,30.01002778,108.3960833,82,104,2.2,5.2,Forest,2014,1.1631508098056809,0,6,21,6021,50-100cm
5053,1243,28.64875,106.4151667,0,20,9.4,5.6,Forest,2014,2.341805806147327,1,5,21,5021,0-20cm
5054,1243,28.64875,106.4151667,20,45,2.7,5.9,Forest,2014,1.308332819650179,0,5,21,5021,20-50cm
5055,1243,28.64875,106.4151667,45,90,2.3,6.0,Forest,2014,1.1939224684724346,0,5,21,5021,20-50cm
5056,1243,28.64875,106.4151667,90,140,0.8,6.0,Forest,2014,0.5877866649021191,0,5,21,5021,50-100cm
5057,1244,28.68702778,109.1444722,0,15,9.6,7.5,Forest,2014,2.3608540011180215,1,5,21,5021,0-20cm
5058,1244,28.68702778,109.1444722,15,32,5.7,7.5,Forest,2014,1.9021075263969205,0,5,21,5021,0-20cm
5059,1244,28.68702778,109.1444722,32,60,5.5,7.5,Forest,2014,1.8718021769015913,0,5,21,5021,20-50cm
5060,1244,28.68702778,109.1444722,60,88,4.6,7.8,Forest,2014,1.7227665977411035,0,5,21,5021,50-100cm
5061,1245,30.64605556,107.5371667,0,16,13.9,8.1,Forest,2014,2.7013612129514133,1,6,21,6021,0-20cm
5062,1245,30.64605556,107.5371667,16,26,12.0,8.1,Forest,2014,2.5649493574615367,0,6,21,6021,0-20cm
5063,1245,30.64605556,107.5371667,26,54,6.2,7.7,Forest,2014,1.9740810260220096,0,6,21,6021,20-50cm
5064,1245,30.64605556,107.5371667,54,101,7.4,7.7,Forest,2014,2.128231705849268,0,6,21,6021,50-100cm
5065,1245,30.64605556,107.5371667,101,126,6.5,7.6,Forest,2014,2.0149030205422647,0,6,21,6021,>100cm
5066,1246,29.68902778,106.1365833,0,20,17.0,4.6,Forest,2014,2.8903717578961645,1,5,21,5021,0-20cm
5067,1246,29.68902778,106.1365833,20,37,10.4,4.3,Forest,2014,2.4336133554004498,0,5,21,5021,20-50cm
5068,1246,29.68902778,106.1365833,37,57,8.3,4.3,Forest,2014,2.2300144001592104,0,5,21,5021,20-50cm
5069,1246,29.68902778,106.1365833,57,108,3.2,4.3,Forest,2014,1.4350845252893227,0,5,21,5021,50-100cm
5070,1246,29.68902778,106.1365833,108,141,2.5,4.7,Forest,2014,1.252762968495368,0,5,21,5021,>100cm
5071,1247,28.73822222,106.4513056,0,20,8.7,5.6,Grassland,2014,2.272125885509337,1,5,21,5021,0-20cm
5072,1247,28.73822222,106.4513056,20,58,5.1,7.3,Grassland,2014,1.8082887711792655,0,5,21,5021,20-50cm
5073,1247,28.73822222,106.4513056,58,68,2.9,8.3,Grassland,2014,1.3609765531356006,0,5,21,5021,50-100cm
5074,1248,28.47277778,109.00625,0,16,14.0,4.7,Forest,2014,2.70805020110221,1,5,21,5021,0-20cm
5075,1248,28.47277778,109.00625,16,45,7.3,4.8,Forest,2014,2.1162555148025524,0,5,21,5021,0-20cm
5076,1248,28.47277778,109.00625,45,80,4.4,5.1,Forest,2014,1.6863989535702288,0,5,21,5021,20-50cm
5077,1248,28.47277778,109.00625,80,140,3.5,5.3,Forest,2014,1.5040773967762742,0,5,21,5021,50-100cm
5078,1249,29.13791667,108.3290833,0,15,12.1,5.6,Forest,2014,2.5726122302071057,1,5,21,5021,0-20cm
5079,1249,29.13791667,108.3290833,15,30,12.3,5.6,Forest,2014,2.5877640352277083,0,5,21,5021,0-20cm
5080,1249,29.13791667,108.3290833,30,67,7.0,5.7,Forest,2014,2.0794415416798357,0,5,21,5021,20-50cm
5081,1249,29.13791667,108.3290833,67,110,3.8,5.8,Forest,2014,1.5686159179138452,0,5,21,5021,50-100cm
5082,1249,29.13791667,108.3290833,110,130,3.5,5.8,Forest,2014,1.5040773967762742,0,5,21,5021,>100cm
5083,1250,29.03255556,106.7686667,0,20,6.8,5.1,Forest,2014,2.0541237336955462,1,5,21,5021,0-20cm
5084,1250,29.03255556,106.7686667,20,40,5.2,5.7,Forest,2014,1.824549292051046,0,5,21,5021,20-50cm
5085,1250,29.03255556,106.7686667,40,95,4.4,6.1,Forest,2014,1.6863989535702288,0,5,21,5021,20-50cm
5086,1251,29.76438889,106.4570278,0,20,7.8,5.8,Forest,2014,2.174751721484161,1,5,21,5021,0-20cm
5087,1251,29.76438889,106.4570278,20,38,5.1,5.5,Forest,2014,1.8082887711792655,0,5,21,5021,20-50cm
5088,1251,29.76438889,106.4570278,38,58,3.2,5.6,Forest,2014,1.4350845252893227,0,5,21,5021,20-50cm
5089,1251,29.76438889,106.4570278,58,78,2.9,5.7,Forest,2014,1.3609765531356006,0,5,21,5021,50-100cm
5090,1251,29.76438889,106.4570278,78,97,4.5,5.2,Forest,2014,1.7047480922384253,0,5,21,5021,50-100cm
5091,1251,29.76438889,106.4570278,97,133,3.7,5.0,Forest,2014,1.547562508716013,0,5,21,5021,50-100cm
5092,1252,30.10216667,105.6979444,0,20,6.5,8.0,Forest,2014,2.0149030205422647,1,6,21,6021,0-20cm
5093,1252,30.10216667,105.6979444,20,41,4.8,7.9,Forest,2014,1.7578579175523736,0,6,21,6021,20-50cm
5094,1252,30.10216667,105.6979444,41,67,2.6,8.5,Forest,2014,1.2809338454620642,0,6,21,6021,20-50cm
5095,1252,30.10216667,105.6979444,67,104,2.2,8.8,Forest,2014,1.1631508098056809,0,6,21,6021,50-100cm
5096,1252,30.10216667,105.6979444,104,135,2.4,8.6,Forest,2014,1.2237754316221157,0,6,21,6021,>100cm
5097,1252,30.10216667,105.6979444,135,155,1.9,8.5,Forest,2014,1.0647107369924282,0,6,21,6021,>100cm
5098,1253,30.00475,106.2839444,0,20,5.9,8.4,Cropland,2014,1.9315214116032138,1,6,21,6021,0-20cm
5099,1253,30.00475,106.2839444,20,46,4.4,8.4,Cropland,2014,1.6863989535702288,0,6,21,6021,20-50cm
5100,1253,30.00475,106.2839444,46,53,3.2,8.6,Cropland,2014,1.4350845252893227,0,6,21,6021,20-50cm
5101,1253,30.00475,106.2839444,53,61,4.3,8.5,Cropland,2014,1.667706820558076,0,6,21,6021,50-100cm
5102,1253,30.00475,106.2839444,61,78,3.4,8.8,Cropland,2014,1.4816045409242156,0,6,21,6021,50-100cm
5103,1253,30.00475,106.2839444,78,103,4.1,8.5,Cropland,2014,1.62924053973028,0,6,21,6021,50-100cm
5104,1253,30.00475,106.2839444,103,135,2.8,8.3,Cropland,2014,1.33500106673234,0,6,21,6021,>100cm
5105,1254,30.16483333,105.9316667,0,18,8.3,8.4,Cropland,2014,2.2300144001592104,1,6,21,6021,0-20cm
5106,1254,30.16483333,105.9316667,18,42,6.0,8.7,Cropland,2014,1.9459101490553132,0,6,21,6021,0-20cm
5107,1254,30.16483333,105.9316667,42,91,7.1,8.6,Cropland,2014,2.0918640616783932,0,6,21,6021,20-50cm
5108,1254,30.16483333,105.9316667,91,103,5.7,8.4,Cropland,2014,1.9021075263969205,0,6,21,6021,50-100cm
5109,1254,30.16483333,105.9316667,103,145,3.1,8.7,Cropland,2014,1.410986973710262,0,6,21,6021,>100cm
5110,1255,30.17255556,105.9318333,0,20,6.4,7.9,Cropland,2014,2.0014800002101243,1,6,21,6021,0-20cm
5111,1255,30.17255556,105.9318333,20,38,5.0,8.1,Cropland,2014,1.791759469228055,0,6,21,6021,20-50cm
5112,1255,30.17255556,105.9318333,38,50,2.6,8.7,Cropland,2014,1.2809338454620642,0,6,21,6021,20-50cm
5113,1255,30.17255556,105.9318333,50,70,3.9,8.6,Cropland,2014,1.589235205116581,0,6,21,6021,50-100cm
5114,1255,30.17255556,105.9318333,70,92,3.6,8.6,Cropland,2014,1.5260563034950494,0,6,21,6021,50-100cm
5115,1255,30.17255556,105.9318333,92,105,4.0,8.4,Cropland,2014,1.6094379124341003,0,6,21,6021,50-100cm
5116,1255,30.17255556,105.9318333,105,142,1.9,8.1,Cropland,2014,1.0647107369924282,0,6,21,6021,>100cm
5117,1256,28.80377778,108.5882222,0,16,15.4,7.8,Forest,2014,2.797281334830153,1,5,21,5021,0-20cm
5118,1256,28.80377778,108.5882222,16,32,10.8,7.7,Forest,2014,2.468099531471619,0,5,21,5021,0-20cm
5119,1256,28.80377778,108.5882222,32,55,7.3,8.1,Forest,2014,2.1162555148025524,0,5,21,5021,20-50cm
5120,1256,28.80377778,108.5882222,55,70,6.2,8.0,Forest,2014,1.9740810260220096,0,5,21,5021,50-100cm
5121,1256,28.80377778,108.5882222,70,89,4.7,7.8,Forest,2014,1.7404661748405046,0,5,21,5021,50-100cm
5122,1256,28.80377778,108.5882222,89,132,4.8,7.9,Forest,2014,1.7578579175523736,0,5,21,5021,50-100cm
5123,1256,28.80377778,108.5882222,132,148,8.3,7.8,Forest,2014,2.2300144001592104,0,5,21,5021,>100cm
5124,1257,29.00463889,105.8528889,0,18,4.5,8.3,Other,2014,1.7047480922384253,1,5,21,5021,0-20cm
5125,1257,29.00463889,105.8528889,18,27,4.4,8.3,Other,2014,1.6863989535702288,0,5,21,5021,0-20cm
5126,1257,29.00463889,105.8528889,27,49,10.5,8.2,Other,2014,2.4423470353692043,0,5,21,5021,20-50cm
5127,1257,29.00463889,105.8528889,49,63,6.9,8.4,Other,2014,2.066862759472976,0,5,21,5021,20-50cm
5128,1257,29.00463889,105.8528889,63,140,7.0,8.4,Other,2014,2.0794415416798357,0,5,21,5021,50-100cm
5129,1257,29.00463889,105.8528889,140,150,6.8,8.3,Other,2014,2.0541237336955462,0,5,21,5021,>100cm
5130,1258,31.13086111,108.4921111,0,19,6.0,5.1,Cropland,2014,1.9459101490553132,1,6,21,6021,0-20cm
5131,1258,31.13086111,108.4921111,19,44,4.1,6.2,Cropland,2014,1.62924053973028,0,6,21,6021,0-20cm
5132,1258,31.13086111,108.4921111,44,90,3.2,6.5,Cropland,2014,1.4350845252893227,0,6,21,6021,20-50cm
5133,1258,31.13086111,108.4921111,90,100,3.7,6.8,Cropland,2014,1.547562508716013,0,6,21,6021,50-100cm
5134,1259,30.10605556,108.2492222,0,20,5.8,4.7,Forest,2014,1.916922612182061,1,6,21,6021,0-20cm
5135,1259,30.10605556,108.2492222,20,34,4.6,4.7,Forest,2014,1.7227665977411035,0,6,21,6021,20-50cm
5136,1260,32.00238889,108.81925,0,16,22.5,7.8,Forest,2014,3.1570004211501135,1,6,21,6021,0-20cm
5137,1260,32.00238889,108.81925,16,35,14.1,7.4,Forest,2014,2.714694743820879,0,6,21,6021,0-20cm
5138,1260,32.00238889,108.81925,35,55,13.3,7.0,Forest,2014,2.6602595372658615,0,6,21,6021,20-50cm
5139,1260,32.00238889,108.81925,55,95,3.9,6.8,Forest,2014,1.589235205116581,0,6,21,6021,50-100cm
5140,1260,32.00238889,108.81925,95,135,3.3,6.8,Forest,2014,1.4586150226995167,0,6,21,6021,50-100cm
5141,1261,30.64758333,108.98475,0,20,15.8,7.2,Forest,2014,2.8213788864092133,1,6,21,6021,0-20cm
5142,1261,30.64758333,108.98475,20,60,15.2,7.5,Forest,2014,2.785011242238338,0,6,21,6021,20-50cm
5143,1261,30.64758333,108.98475,60,85,7.0,7.2,Forest,2014,2.0794415416798357,0,6,21,6021,50-100cm
5144,1261,30.64758333,108.98475,85,115,5.0,7.1,Forest,2014,1.791759469228055,0,6,21,6021,50-100cm
5145,1261,30.64758333,108.98475,115,130,5.3,7.5,Forest,2014,1.840549633397487,0,6,21,6021,>100cm
5146,1262,31.68727778,109.1714722,0,18,13.3,7.3,Forest,2014,2.6602595372658615,1,6,21,6021,0-20cm
5147,1262,31.68727778,109.1714722,18,40,9.0,7.2,Forest,2014,2.302585092994046,0,6,21,6021,0-20cm
5148,1262,31.68727778,109.1714722,40,70,9.9,7.2,Forest,2014,2.388762789235098,0,6,21,6021,20-50cm
5149,1262,31.68727778,109.1714722,70,90,15.2,7.1,Forest,2014,2.785011242238338,0,6,21,6021,50-100cm
5150,1262,31.68727778,109.1714722,90,140,8.7,7.1,Forest,2014,2.272125885509337,0,6,21,6021,50-100cm
5151,1263,31.59213889,109.0008333,0,10,35.5,5.5,Forest,2014,3.597312260588446,1,6,21,6021,0-20cm
5152,1263,31.59213889,109.0008333,10,30,16.9,5.5,Forest,2014,2.884800712846709,0,6,21,6021,0-20cm
5153,1263,31.59213889,109.0008333,30,50,9.1,5.7,Forest,2014,2.312535423847214,0,6,21,6021,20-50cm
5154,1263,31.59213889,109.0008333,50,95,4.0,5.8,Forest,2014,1.6094379124341003,0,6,21,6021,50-100cm
5155,1263,31.59213889,109.0008333,95,144,3.0,5.7,Forest,2014,1.3862943611198906,0,6,21,6021,50-100cm
5156,1264,28.75288889,108.4281667,0,12,14.1,8.0,Forest,2014,2.714694743820879,1,5,21,5021,0-20cm
5157,1264,28.75288889,108.4281667,12,30,10.1,8.0,Forest,2014,2.4069451083182885,0,5,21,5021,0-20cm
5158,1264,28.75288889,108.4281667,30,64,7.8,8.1,Forest,2014,2.174751721484161,0,5,21,5021,20-50cm
5159,1265,30.83688889,109.6989722,0,18,14.6,5.8,Forest,2014,2.747270914255491,1,6,21,6021,0-20cm
5160,1265,30.83688889,109.6989722,18,45,11.6,6.4,Forest,2014,2.533696813957432,0,6,21,6021,0-20cm
5161,1265,30.83688889,109.6989722,45,75,12.3,6.7,Forest,2014,2.5877640352277083,0,6,21,6021,20-50cm
5162,1265,30.83688889,109.6989722,75,100,11.9,6.8,Forest,2014,2.5572273113676265,0,6,21,6021,50-100cm
5163,1265,30.83688889,109.6989722,100,123,20.2,6.8,Forest,2014,3.054001181677967,0,6,21,6021,>100cm
5164,1265,30.83688889,109.6989722,123,140,14.5,6.9,Forest,2014,2.740840023925201,0,6,21,6021,>100cm
5165,1266,29.42908333,107.7350278,0,16,35.7,4.5,Forest,2014,3.6027767550605247,1,5,21,5021,0-20cm
5166,1266,29.42908333,107.7350278,16,39,37.4,4.3,Forest,2014,3.648057459593681,0,5,21,5021,0-20cm
5167,1266,29.42908333,107.7350278,39,71,33.5,4.4,Forest,2014,3.5409593240373143,0,5,21,5021,20-50cm
5168,1266,29.42908333,107.7350278,71,136,9.6,5.2,Forest,2014,2.3608540011180215,0,5,21,5021,50-100cm
5169,1267,31.78186111,109.0849722,0,18,15.3,5.1,Forest,2014,2.791165107812717,1,6,21,6021,0-20cm
5170,1267,31.78186111,109.0849722,18,40,14.7,5.4,Forest,2014,2.7536607123542622,0,6,21,6021,0-20cm
5171,1268,29.45341667,107.7354444,0,14,23.7,5.1,Forest,2014,3.2068032436339315,1,5,21,5021,0-20cm
5172,1268,29.45341667,107.7354444,14,57,9.6,5.1,Forest,2014,2.3608540011180215,0,5,21,5021,0-20cm
5173,1268,29.45341667,107.7354444,57,92,5.6,5.3,Forest,2014,1.8870696490323797,0,5,21,5021,50-100cm
5174,1268,29.45341667,107.7354444,92,125,6.8,5.4,Forest,2014,2.0541237336955462,0,5,21,5021,50-100cm
5175,1269,30.97913889,109.8069167,0,20,8.0,5.9,Cropland,2014,2.1972245773362196,1,6,21,6021,0-20cm
5176,1269,30.97913889,109.8069167,20,45,5.1,6.1,Cropland,2014,1.8082887711792655,0,6,21,6021,20-50cm
5177,1269,30.97913889,109.8069167,45,70,4.0,6.4,Cropland,2014,1.6094379124341003,0,6,21,6021,20-50cm
5178,1269,30.97913889,109.8069167,70,90,4.7,6.5,Cropland,2014,1.7404661748405046,0,6,21,6021,50-100cm
5179,1270,28.82933333,106.5224167,0,19,7.6,5.3,Forest,2014,2.151762203259462,1,5,21,5021,0-20cm
5180,1270,28.82933333,106.5224167,19,30,3.9,5.6,Forest,2014,1.589235205116581,0,5,21,5021,0-20cm
5181,1270,28.82933333,106.5224167,30,45,3.8,6.0,Forest,2014,1.5686159179138452,0,5,21,5021,20-50cm
5182,1270,28.82933333,106.5224167,45,65,3.9,6.1,Forest,2014,1.589235205116581,0,5,21,5021,20-50cm
5183,1270,28.82933333,106.5224167,65,76,2.8,6.3,Forest,2014,1.33500106673234,0,5,21,5021,50-100cm
5184,1270,28.82933333,106.5224167,76,90,4.8,6.7,Forest,2014,1.7578579175523736,0,5,21,5021,50-100cm
5185,1271,28.85383333,108.7273333,0,17,15.3,7.8,Forest,2014,2.791165107812717,1,5,21,5021,0-20cm
5186,1271,28.85383333,108.7273333,17,27,12.2,8.0,Forest,2014,2.580216829592325,0,5,21,5021,0-20cm
5187,1271,28.85383333,108.7273333,27,65,9.2,8.0,Forest,2014,2.322387720290225,0,5,21,5021,20-50cm
5188,1271,28.85383333,108.7273333,65,80,4.4,8.1,Forest,2014,1.6863989535702288,0,5,21,5021,50-100cm
5189,1271,28.85383333,108.7273333,80,98,4.0,8.0,Forest,2014,1.6094379124341003,0,5,21,5021,50-100cm
5190,1271,28.85383333,108.7273333,98,115,7.7,8.3,Forest,2014,2.1633230256605382,0,5,21,5021,50-100cm
5191,1271,28.85383333,108.7273333,115,138,5.9,8.2,Forest,2014,1.9315214116032138,0,5,21,5021,>100cm
5192,1272,30.79111111,109.3138333,0,20,14.2,7.9,Forest,2014,2.7212954278522306,1,6,21,6021,0-20cm
5193,1272,30.79111111,109.3138333,20,50,8.1,8.2,Forest,2014,2.2082744135228043,0,6,21,6021,20-50cm
