Profile,Latitude,Longitude,CLCD,MAT,climate_zone,n_layers
1,21.44227,101.31306,Forest,23.19,Tropical,4
2,22.58412,101.77253,Forest,20.3,Tropical,4
3,22.79677,100.99384,Forest,19.08,Warm,5
4,21.57646,101.47014,Cropland,21.52,Tropical,3
5,22.58099,99.85086,Forest,18.69,Warm,4
6,22.63992,99.8559,Forest,18.3,Warm,4
7,22.61995,99.80832,Cropland,18.4,Warm,4
8,22.64616,103.13535,Forest,22.77,Tropical,4
9,22.6978,101.90491,Forest,17.82,Warm,5
10,21.91791,101.07939,Cropland,21.92,Tropical,5
11,22.54446,99.93537,Grassland,20.07,Tropical,4
12,22.73356,103.18616,Forest,19.71,Warm,4
13,22.83797,103.87203,Cropland,22.1,Tropical,4
14,22.64194,100.12508,Forest,20.97,Tropical,8
15,21.19861111,109.8075,Cropland,23.16,Tropical,5
16,20.89416667,110.1233333,Cropland,23.53,Tropical,5
17,20.33722222,110.0544444,Forest,24.04,Tropical,5
18,21.60472222,110.0905556,Cropland,22.87,Tropical,5
19,20.56472222,110.0733333,Cropland,23.58,Tropical,5
20,21.12527778,110.0255556,Cropland,23.29,Tropical,6
21,20.58333333,110.0666667,Cropland,23.53,Tropical,5
22,21.69944444,110.1086111,Cropland,22.64,Tropical,4
23,20.90055556,110.0586111,Forest,23.56,Tropical,4
24,21.19777778,109.9175,Cropland,23.22,Tropical,5
25,20.34305556,110.0758333,Cropland,24.01,Tropical,4
26,21.90111111,108.5105833,Cropland,21.78,Tropical,5
27,21.80713889,108.4816389,Cropland,21.87,Tropical,4
28,21.72825,108.0735278,Cropland,22.22,Tropical,4
29,22.19638889,108.7785,Cropland,21.58,Tropical,5
30,22.20433333,107.2082222,Cropland,22.39,Tropical,5
31,22.19002778,108.8049167,Cropland,21.61,Tropical,4
32,22.83552778,108.0266667,Cropland,22.19,Tropical,5
33,22.08263889,109.9991667,Cropland,22.12,Tropical,5
34,21.63636111,108.7865,Cropland,22.26,Tropical,5
35,21.72663889,109.2911111,Cropland,22.5,Tropical,5
36,22.48238889,107.4819167,Cropland,22.54,Tropical,5
37,22.80183333,108.0042778,Cropland,22.28,Tropical,4
38,22.05055556,107.0165278,Cropland,22.32,Tropical,5
39,22.32686111,107.4404167,Cropland,22.35,Tropical,4
40,22.21425,110.0000833,Cropland,22.22,Tropical,6
41,22.20133333,108.4800556,Cropland,21.5,Tropical,5
42,21.6095,109.4242222,Cropland,22.72,Tropical,4
43,21.52377778,109.7326389,Forest,22.66,Tropical,4
44,21.63986111,108.7669167,Cropland,22.14,Tropical,4
45,21.88477778,108.5107778,Grassland,21.81,Tropical,4
46,21.68486111,109.4205,Cropland,22.52,Tropical,4
47,21.85002778,108.6452778,Forest,21.59,Tropical,5
48,21.59130556,109.7019722,Cropland,22.66,Tropical,4
49,22.69694444,107.4366111,Cropland,22.35,Tropical,4
50,22.32913889,107.8870833,Cropland,22.05,Tropical,4
51,21.92580556,108.7418333,Forest,21.64,Tropical,5
52,21.78777778,108.8046667,Forest,21.87,Tropical,4
53,21.70358333,109.2635556,Grassland,22.45,Tropical,4
54,22.25169444,107.65325,Cropland,22.25,Tropical,4
55,19.09672222,108.6417222,Forest,25.27,Tropical,4
56,19.697,109.6968333,Cropland,24.28,Tropical,4
57,18.90030556,108.6716111,Cropland,25.25,Tropical,4
58,18.57166667,109.7133333,Cropland,25.24,Tropical,4
59,19.88422222,109.7394444,Other,24.3,Tropical,4
60,18.40019444,109.7338333,Cropland,25.7,Tropical,4
61,19.53258333,109.3807778,Forest,24.13,Tropical,5
62,18.41388889,110.0308333,Cropland,25.56,Tropical,3
63,18.47572222,109.6606944,Forest,25.03,Tropical,4
64,19.42627778,109.6711944,Forest,23.87,Tropical,5
65,19.81655556,109.3458333,Cropland,24.41,Tropical,3
66,19.44772222,109.2203889,Forest,24.31,Tropical,5
67,18.6385,109.6883056,Forest,25.18,Tropical,4
68,19.59622222,110.0048056,Forest,24.12,Tropical,4
69,18.57083333,110.0152778,Cropland,25.52,Tropical,4
70,19.02180556,108.9679444,Cropland,24.71,Tropical,4
71,18.44991667,108.9101944,Cropland,25.62,Tropical,4
72,19.70505556,109.69125,Cropland,24.28,Tropical,4
73,18.44180556,109.93675,Cropland,25.69,Tropical,4
74,18.47688889,109.8558889,Forest,25.39,Tropical,4
75,18.66577778,109.2072222,Cropland,24.43,Tropical,3
76,18.39338889,110.0500833,Forest,25.51,Tropical,4
77,18.46738889,108.8761944,Forest,25.6,Tropical,4
78,18.29658333,109.60375,Cropland,25.73,Tropical,4
79,18.74016667,109.4755278,Cropland,23.34,Tropical,4
80,18.74055556,109.5811667,Cropland,23.3,Tropical,4
81,19.80327778,109.9325278,Cropland,24.02,Tropical,4
82,19.66244444,109.7256667,Cropland,24.11,Tropical,4
83,18.77930556,108.6917222,Cropland,25.33,Tropical,4
84,19.99194444,109.7142778,Cropland,24.19,Tropical,3
85,18.39761111,109.1688333,Cropland,25.74,Tropical,3
86,19.79844444,109.3458333,Forest,24.47,Tropical,3
87,18.35438889,109.3266667,Cropland,25.27,Tropical,4
88,19.44544444,109.2358889,Forest,24.24,Tropical,4
89,19.60511111,109.1287778,Forest,24.46,Tropical,2
90,19.38222222,109.0887778,Cropland,24.54,Tropical,4
91,19.66522222,109.9986944,Cropland,24.16,Tropical,3
92,19.53952778,109.4604444,Forest,24.01,Tropical,4
93,19.90744444,109.7295556,Cropland,24.22,Tropical,4
94,19.54547222,109.5579167,Cropland,24.13,Tropical,5
95,19.10816667,108.7320833,Other,25.09,Tropical,3
96,18.42277778,109.1881667,Forest,25.59,Tropical,3
97,19.21230556,109.5590833,Forest,23.88,Tropical,4
98,19.56611111,109.8515278,Forest,24.07,Tropical,4
99,19.54022222,110.0465,Forest,24.04,Tropical,3
100,19.07419444,109.4078889,Forest,23.44,Tropical,4
101,18.61622222,109.9065556,Forest,25.2,Tropical,4
102,19.45566667,110.0268611,Forest,24.01,Tropical,3
103,19.3295,110.0686667,Forest,24.21,Tropical,3
104,19.68336111,110.0715833,Forest,24.32,Tropical,5
105,19.67886111,109.7374444,Cropland,24.12,Tropical,4
106,18.53252778,109.4696944,Forest,23.43,Tropical,4
107,19.93108333,110.1223889,Grassland,24.24,Tropical,4
108,18.65486111,109.9546944,Forest,25.01,Tropical,4
109,19.58041667,109.6934167,Forest,24.05,Tropical,3
110,18.35344444,109.1772778,Cropland,25.71,Tropical,3
111,18.37572222,109.6049722,Forest,24.85,Tropical,3
112,19.44216667,109.2115833,Forest,24.27,Tropical,4
113,19.04186111,109.7860278,Cropland,23.52,Tropical,4
114,18.50247222,109.2647778,Forest,24.91,Tropical,3
115,18.55958333,108.7526111,Cropland,25.55,Tropical,4
116,19.09736111,109.5645278,Forest,22.69,Tropical,5
117,19.38563889,109.0509444,Forest,24.69,Tropical,3
118,18.50613889,109.6301111,Forest,24.64,Tropical,3
119,19.59205556,109.3510556,Forest,24.32,Tropical,4
120,19.906,109.7477778,Forest,24.19,Tropical,3
121,19.57347222,109.3685278,Forest,24.17,Tropical,3
122,18.61838889,108.7145833,Cropland,25.48,Tropical,3
123,19.71794444,109.4596944,Forest,24.46,Tropical,4
124,19.10138889,108.7298889,Grassland,25.08,Tropical,4
125,19.39775,109.6147222,Forest,23.71,Tropical,3
126,19.10922222,108.8483889,Cropland,24.84,Tropical,3
127,19.92016667,109.7361667,Cropland,24.16,Tropical,4
128,19.152,109.4967222,Forest,23.93,Tropical,3
129,19.66952778,109.2344444,Cropland,24.6,Tropical,3
130,19.33333333,108.6833333,Cropland,24.69,Tropical,3
131,22.11305556,112.7752778,Cropland,22.8,Tropical,6
132,21.5825,111.585,Forest,23.27,Tropical,5
133,20.47388889,110.4122222,Cropland,23.89,Tropical,5
134,22.73722222,113.4738889,Cropland,22.42,Tropical,5
135,21.43111111,110.7141667,Cropland,23.31,Tropical,7
136,22.33555556,112.6266667,Cropland,22.77,Tropical,5
137,21.75611111,110.6913889,Cropland,23.02,Tropical,6
138,21.75694444,110.9302778,Cropland,23.19,Tropical,6
139,22.56972222,112.0061111,Forest,22.47,Tropical,6
140,22.33861111,111.9063889,Cropland,22.83,Tropical,5
141,22.57083333,112.9286111,Cropland,22.33,Tropical,6
142,22.39722222,111.0483333,Forest,20.57,Tropical,6
143,22.07777778,113.1961111,Cropland,22.65,Tropical,6
144,22.62361111,113.5966667,Cropland,22.51,Tropical,4
145,22.30222222,113.2038889,Cropland,22.58,Tropical,5
146,21.45777778,110.6655556,Cropland,23.2,Tropical,6
147,21.88694444,111.8944444,Cropland,23.09,Tropical,6
148,22.80222222,113.4341667,Grassland,22.31,Tropical,5
149,21.82638889,112.1486111,Cropland,23.05,Tropical,6
150,22.73166667,111.4686111,Cropland,22.77,Tropical,6
151,22.40444444,111.9041667,Cropland,22.82,Tropical,5
152,21.74111111,110.8572222,Cropland,23.21,Tropical,6
153,20.48277778,110.3358333,Cropland,23.54,Tropical,4
154,21.91777778,111.8433333,Grassland,23.01,Tropical,5
155,22.35638889,113.4125,Forest,22.65,Tropical,6
156,21.48666667,110.9344444,Forest,23.29,Tropical,6
157,21.92138889,112.2172222,Forest,22.74,Tropical,5
158,21.48833333,110.6836111,Cropland,23.2,Tropical,4
159,22.66861111,111.4263889,Forest,22.53,Tropical,4
160,21.21194444,110.2283333,Cropland,22.99,Tropical,4
161,22.08111111,110.8577778,Forest,22.8,Tropical,5
162,22.49416667,110.8975,Forest,21.52,Tropical,5
163,22.58333333,111.6433333,Forest,22.52,Tropical,4
164,22.32361111,111.0288889,Forest,21.49,Tropical,4
165,22.19527778,112.4780556,Cropland,22.65,Tropical,4
166,22.78083333,115.8316667,Cropland,22.29,Tropical,3
167,22.77944444,111.4819444,Forest,22.48,Tropical,1
168,22.15041667,110.2673333,Cropland,22.17,Tropical,4
169,22.15833333,110.2523056,Cropland,22.19,Tropical,4
170,22.68063889,110.3635556,Forest,21.84,Tropical,5
171,18.88183333,110.4583333,Cropland,25.17,Tropical,4
172,19.83961111,110.3700556,Cropland,24.34,Tropical,4
173,19.80805556,110.2504722,Cropland,24.2,Tropical,4
174,19.59577778,110.6994444,Cropland,24.33,Tropical,8
175,19.71188889,110.8266389,Cropland,24.34,Tropical,4
176,19.81444444,110.3829722,Cropland,24.37,Tropical,4
177,19.99805556,110.6623056,Cropland,24.25,Tropical,4
178,19.23466667,110.4021389,Cropland,24.74,Tropical,4
179,19.23888889,110.5777778,Cropland,24.8,Tropical,4
180,19.98277778,110.7334722,Cropland,24.27,Tropical,4
181,19.29727778,110.5023889,Cropland,24.73,Tropical,3
182,19.84872222,110.4009444,Cropland,24.33,Tropical,4
183,19.92577778,110.2069444,Forest,23.86,Tropical,3
184,18.95791667,110.3399167,Cropland,24.72,Tropical,4
185,19.86091667,110.7438889,Cropland,24.18,Tropical,3
186,27.43888889,88.9,Grassland,5.66,Temperate,5
187,27.43844444,88.91813889,Forest,8.78,Temperate,4
188,24.3847,97.98384,Cropland,19.66,Warm,5
189,24.06599,97.96277,Cropland,20.5,Tropical,4
190,24.04199,97.85522,Cropland,20.61,Tropical,4
191,26.86302778,104.2525,Cropland,11.07,Warm,3
192,26.92722222,104.2480833,Forest,10.85,Warm,4
193,26.90533333,104.2899722,Grassland,10.59,Warm,3
194,26.91977778,104.2581944,Grassland,10.91,Warm,2
195,26.86522222,104.2330278,Forest,11.17,Warm,2
196,26.88036111,104.2843889,Grassland,10.71,Warm,3
197,27.09536111,102.7060278,Forest,18.73,Warm,5
198,26.56736111,102.4191111,Cropland,16.41,Warm,4
199,26.6155,102.2556944,Grassland,16.53,Warm,5
200,26.80180556,102.0353333,Forest,19.94,Warm,6
201,27.02011111,102.7596389,Forest,19.42,Warm,5
202,27.12116667,102.244,Cropland,18.24,Warm,6
203,27.42819444,101.4893889,Forest,13.07,Warm,6
204,26.95555556,102.1514722,Cropland,18.86,Warm,3
205,27.12397222,102.2389167,Forest,18.47,Warm,5
206,26.89072222,101.5046667,Forest,19.26,Warm,6
207,27.09438889,102.2308056,Cropland,18.63,Warm,6
208,26.91077778,101.5148056,Grassland,19.03,Warm,5
209,26.49758333,101.8229167,Cropland,19.99,Warm,5
210,26.58252778,102.4860278,Cropland,15.54,Warm,3
211,26.561,102.3138333,Grassland,16.51,Warm,1
212,26.49727778,101.7956667,Forest,19.58,Warm,2
213,26.67677778,102.6207222,Forest,13.94,Warm,1
214,24.65978,102.91616,Grassland,15.81,Warm,4
215,23.6418,102.5558,Cropland,18.01,Warm,5
216,25.3945,100.43546,Cropland,17.32,Warm,4
217,25.71438,100.26404,Forest,15.65,Warm,6
218,23.953056,100.100556,Forest,18.76,Warm,6
219,24.71664,101.6332,Forest,15.44,Warm,4
220,23.501111,99.827222,Cropland,21.03,Tropical,5
221,25.1692,101.24839,Forest,16.6,Warm,7
222,26.93428,100.21301,Forest,12.92,Warm,4
223,24.9343,101.4993,Cropland,16.7,Warm,5
224,24.8319,103.1708,Cropland,16.83,Warm,4
225,25.27873,101.55521,Cropland,17.14,Warm,6
226,26.245018,99.992566,Forest,14.32,Warm,4
227,25.86444,100.59758,Grassland,18.94,Warm,4
228,23.476085,98.914833,Cropland,21.92,Tropical,6
229,25.04585,100.52189,Grassland,19.21,Warm,5
230,25.1764,103.6963,Cropland,14.43,Warm,4
231,24.03703,100.84338,Cropland,19.69,Warm,4
232,24.3323,102.7524,Forest,16.18,Warm,5
233,27.41209,99.82693,Forest,5.76,Temperate,6
234,25.21663,98.49185,Forest,15.24,Warm,3
235,24.75784,104.11103,Forest,14.4,Warm,4
236,25.60412,101.86384,Cropland,20.58,Tropical,5
237,27.3443,103.7393,Grassland,12.56,Warm,4
238,25.604358,101.849051,Forest,20.27,Tropical,6
239,25.43601,100.59501,Cropland,16.05,Warm,4
240,27.2796,103.666367,Forest,12.77,Warm,4
241,27.00606,100.2147,Cropland,11.67,Warm,5
242,23.566,104.078,Cropland,16.67,Warm,3
243,24.9293,100.48978,Cropland,15.95,Warm,4
244,26.40586,104.20216,Forest,12.33,Warm,5
245,26.06166,100.12775,Forest,14.22,Warm,4
246,23.82142,101.78486,Forest,23.07,Tropical,3
247,25.0976,103.38295,Forest,14.98,Warm,5
248,23.5949,103.8916,Cropland,16.72,Warm,4
249,23.09015,103.16876,Cropland,22.78,Tropical,3
250,23.5789,102.8751,Cropland,17.76,Warm,3
251,26.832934,100.083525,Forest,12.1,Warm,5
252,25.9391,103.73506,Cropland,13.47,Warm,3
253,24.26007,102.14857,Cropland,15.82,Warm,5
254,25.3706,103.8435,Cropland,14.68,Warm,4
255,24.01814,104.20226,Cropland,16.36,Warm,4
256,25.3589,103.3964,Cropland,14.66,Warm,4
257,26.75889,99.98824,Cropland,12.74,Warm,4
258,23.9358,102.1724,Forest,17.28,Warm,5
259,24.11998,104.16709,Cropland,16.57,Warm,3
260,23.1067,101.5327,Forest,17.28,Warm,4
261,25.3963,102.62849,Cropland,14.43,Warm,4
262,24.46259,98.59456,Forest,20.47,Tropical,3
263,26.3935,99.3883,Forest,13.25,Warm,4
264,23.6933,101.2524,Forest,18.14,Warm,3
265,23.0908,101.5991,Forest,17.24,Warm,3
266,24.44873,103.016448,Forest,14.02,Warm,8
267,26.76368,100.0078,Forest,10.93,Warm,5
268,24.52998,99.34814,Forest,21.21,Tropical,4
269,27.250704,103.671604,Cropland,12.8,Warm,4
270,26.01382,101.085777,Cropland,14.96,Warm,4
271,25.93974,100.59207,Cropland,18.91,Warm,4
272,25.8466,101.8205,Cropland,21.87,Tropical,4
273,26.58732,101.28589,Forest,20.12,Tropical,4
274,24.60789,100.50085,Forest,19.83,Warm,5
275,25.34396,100.49789,Forest,17.75,Warm,4
276,23.526799,98.97514,Forest,22.34,Tropical,4
277,26.269486,103.99995,Cropland,12.8,Warm,4
278,23.04055,102.54981,Forest,18.06,Warm,4
279,26.23545,103.84964,Forest,14.37,Warm,4
280,23.421,101.6254,Cropland,18.67,Warm,3
281,25.33809,103.08066,Cropland,15.07,Warm,4
282,24.013204,99.83263,Cropland,20.66,Tropical,4
283,26.12442,103.57751,Cropland,15.3,Warm,4
284,25.22607,102.51208,Forest,16.73,Warm,5
285,25.67772,102.85929,Forest,11.52,Warm,5
286,26.159,104.10184,Forest,13.43,Warm,4
287,25.77075,103.86932,Cropland,14.28,Warm,3
288,25.83305,99.52439,Grassland,14.43,Warm,3
289,24.8039,103.2728,Cropland,16.04,Warm,3
290,24.85909,100.47559,Cropland,16.21,Warm,4
291,27.32289,103.533296,Cropland,12.22,Warm,4
292,23.416,99.76546,Cropland,20.67,Tropical,5
293,23.60112,102.01619,Forest,23.26,Tropical,3
294,25.71851,100.45169,Cropland,16.88,Warm,5
295,26.80025,100.42619,Forest,17.37,Warm,4
296,26.7863,100.62846,Cropland,17.23,Warm,5
297,23.383889,99.694167,Cropland,21.23,Tropical,4
298,25.6481,101.901,Cropland,20.32,Tropical,5
299,25.7618,100.57779,Grassland,19.04,Warm,3
300,24.74734,101.98155,Forest,14.84,Warm,4
301,27.42078,99.84846,Forest,6.82,Temperate,4
302,26.658889,99.786297,Forest,7.93,Temperate,3
303,24.64241,102.94734,Forest,15.22,Warm,3
304,26.03963,102.82485,Forest,10.44,Warm,5
305,23.66051,101.76373,Forest,15.32,Warm,3
306,27.10964,100.27398,Forest,8.59,Temperate,5
307,24.95079,103.94293,Forest,13.55,Warm,3
308,25.14934,99.16317,Grassland,15.85,Warm,3
309,27.1167,100.28452,Forest,8.85,Temperate,5
310,26.384792,103.962478,Forest,12.61,Warm,3
311,24.16361,102.92287,Cropland,16.48,Warm,4
312,24.66423,98.80427,Forest,15.55,Warm,4
313,26.97655,100.20505,Cropland,12.33,Warm,5
314,25.966631,100.126769,Cropland,15.6,Warm,4
315,23.709416,99.588471,Cropland,19.32,Warm,4
316,22.95948,102.44022,Forest,15.46,Warm,4
317,24.23454,100.03876,Forest,19.17,Warm,4
318,24.111466,99.922391,Forest,20.7,Tropical,3
319,26.025409,99.912682,Cropland,13.17,Warm,4
320,24.89497,102.04716,Forest,18.41,Warm,3
321,25.63713,101.21856,Cropland,16.62,Warm,3
322,24.7166,101.63319,Forest,15.44,Warm,3
323,24.03483,101.53385,Forest,17.82,Warm,2
324,24.74627778,108.3469167,Cropland,19.81,Warm,5
325,24.67205556,107.8864167,Cropland,19.92,Warm,5
326,24.13552778,108.0162778,Cropland,20.53,Tropical,5
327,23.77163889,107.9361111,Cropland,21.37,Tropical,4
328,23.01497222,106.3471667,Cropland,20.07,Tropical,5
329,23.12238889,106.5336944,Forest,20.07,Tropical,4
330,23.19816667,106.5396944,Forest,19.96,Warm,5
331,25.24755556,107.4560833,Cropland,16.38,Warm,4
332,23.96961111,108.6588889,Cropland,20.89,Tropical,5
333,25.04486111,107.35075,Cropland,18.24,Warm,5
334,25.29294444,109.0915,Forest,17.88,Warm,4
335,25.81858333,109.8076944,Cropland,18.05,Warm,3
336,23.31866667,108.6442778,Cropland,21.12,Tropical,5
337,24.48680556,108.8586111,Cropland,20.33,Tropical,5
338,25.22827778,109.4906111,Cropland,19.21,Warm,5
339,25.10652778,107.1514722,Cropland,17.29,Warm,4
340,24.30294444,106.3315,Cropland,20.58,Tropical,5
341,23.18069444,106.7370833,Forest,20.71,Tropical,4
342,23.27002778,107.5643333,Forest,22.39,Tropical,5
343,23.16261111,108.6470278,Cropland,20.67,Tropical,6
344,23.74236111,106.8259722,Cropland,22.75,Tropical,5
345,24.74177778,108.0986111,Cropland,19.89,Warm,4
346,25.013,108.1374167,Cropland,19.2,Warm,4
347,24.27275,107.1015278,Forest,20.37,Tropical,5
348,23.50422222,109.2334167,Cropland,21.16,Tropical,5
349,23.23133333,109.3203333,Forest,21.07,Tropical,5
350,23.98625,109.8651111,Cropland,20.83,Tropical,5
351,24.27411111,108.4748056,Cropland,19.98,Warm,4
352,24.59391667,107.3291111,Cropland,19.83,Warm,5
353,24.35388889,109.9471667,Forest,20.21,Tropical,5
354,23.96536111,108.6244722,Cropland,21.05,Tropical,5
355,23.41338889,107.3952778,Cropland,22.38,Tropical,5
356,22.91586111,109.8622222,Forest,21.7,Tropical,4
357,25.07986111,110.1619444,Cropland,19.48,Warm,4
358,24.2145,109.1946667,Cropland,20.41,Tropical,5
359,24.14516667,108.9676389,Cropland,19.96,Warm,5
360,23.22052778,108.9111667,Cropland,21.39,Tropical,3
361,23.24116667,108.8525,Cropland,21.36,Tropical,4
362,23.82163889,106.6760556,Cropland,22.48,Tropical,4
363,23.83838889,106.7108611,Cropland,22.56,Tropical,4
364,23.58113889,107.2427778,Cropland,22.59,Tropical,5
365,23.57558333,107.2495833,Cropland,22.6,Tropical,4
366,23.53191667,109.6452222,Cropland,21.26,Tropical,5
367,23.21086111,108.7125,Cropland,21.03,Tropical,4
368,23.44844444,106.4882222,Cropland,19.29,Warm,4
369,23.97808333,107.4588611,Forest,21.22,Tropical,4
370,24.51627778,106.5434722,Forest,18.45,Warm,8
371,25.39438889,109.4509722,Forest,19.13,Warm,3
372,23.52905556,108.3330278,Forest,20.58,Tropical,3
373,25.36858333,107.2494444,Forest,16.25,Warm,4
374,23.86547222,109.5046389,Cropland,21.17,Tropical,3
375,23.77977778,106.7043333,Cropland,22.55,Tropical,3
376,24.90252778,107.0178611,Cropland,16.79,Warm,4
377,24.45211111,106.3510833,Forest,15.4,Warm,4
378,23.83630556,107.7954722,Cropland,20.72,Tropical,4
379,24.42822222,107.9226667,Cropland,20.44,Tropical,4
380,23.70194444,108.3813611,Cropland,19.86,Warm,7
381,23.26038889,107.4813889,Forest,21.8,Tropical,4
382,23.46719444,110.15375,Grassland,21.87,Tropical,5
383,23.47930556,108.4353889,Forest,15.45,Warm,2
384,23.51975,108.3833056,Forest,17.05,Warm,3
385,23.52547222,108.3700278,Forest,17.68,Warm,4
386,25.70219444,109.9936111,Forest,15.57,Warm,4
387,23.73883333,108.3668056,Forest,19.59,Warm,2
388,24.44588889,106.6355,Forest,18.21,Warm,4
389,25.71161111,109.80375,Forest,17.31,Warm,3
390,25.26666667,109.1365278,Forest,17.46,Warm,4
391,23.52680556,109.1563056,Cropland,20.99,Tropical,4
392,24.55413889,109.8661111,Cropland,19.98,Warm,3
393,24.65619444,107.4411389,Forest,18.07,Warm,4
394,23.54638889,109.1715833,Forest,20.98,Tropical,4
395,23.01566667,109.6920833,Forest,21.83,Tropical,4
396,23.29758333,110.0946944,Cropland,21.86,Tropical,2
397,23.6535,107.18275,Cropland,22.33,Tropical,2
398,25.03336111,109.4534167,Forest,18.45,Warm,5
399,23.52733333,110.1609444,Cropland,21.77,Tropical,4
400,24.25322222,106.2719722,Forest,21.11,Tropical,4
401,23.80811111,106.8498889,Cropland,22.72,Tropical,4
402,26.30469444,107.9821944,Forest,15.75,Warm,4
403,26.02591667,106.5008333,Cropland,15.63,Warm,5
404,26.67116667,108.2985833,Cropland,15.68,Warm,4
405,27.00761111,109.16075,Cropland,15.96,Warm,4
406,25.84675,108.8626667,Forest,16.76,Warm,4
407,26.53719444,108.1495556,Forest,15.28,Warm,4
408,26.96066667,106.7244444,Grassland,13.71,Warm,4
409,26.42233333,106.2788611,Forest,14.55,Warm,5
410,25.09427778,105.1927222,Cropland,16.75,Warm,5
411,26.92852778,106.6849444,Forest,13.69,Warm,5
412,26.34258333,108.0872222,Forest,15.03,Warm,4
413,26.98430556,104.8593056,Forest,10.38,Warm,2
414,26.70366667,104.6272778,Forest,9.61,Temperate,3
415,25.84016667,105.2713056,Cropland,15.23,Warm,2
416,26.86333333,104.6533889,Forest,9.6,Temperate,3
417,26.94927778,104.4206667,Forest,9.67,Temperate,8
418,25.17877778,105.964,Cropland,17.52,Warm,3
419,26.46125,104.6901667,Forest,10.63,Warm,6
420,26.98383333,104.8595,Forest,10.39,Warm,3
421,27.04269444,104.5901111,Forest,11.09,Warm,4
422,26.145,104.6021111,Grassland,10.32,Warm,3
423,26.97077778,104.7306389,Forest,9.28,Temperate,4
424,27.00058333,104.6685278,Forest,10.16,Warm,4
425,27.00091667,104.6684722,Forest,10.17,Warm,4
426,26.15941667,104.6226111,Forest,9.96,Temperate,2
427,27.07230556,108.3330278,Forest,15.6,Warm,3
428,26.18983333,109.127,Cropland,15.99,Warm,4
429,26.83516667,109.1670278,Cropland,15.66,Warm,3
430,26.978,107.8215833,Forest,15.24,Warm,4
431,27.01563889,106.7243889,Forest,14.3,Warm,3
432,26.08077778,105.7208611,Cropland,15.55,Warm,4
433,27.23472222,105.4788611,Grassland,14.07,Warm,3
434,25.78852778,107.4600556,Cropland,15.18,Warm,4
435,27.25763889,105.2286111,Forest,12.88,Warm,3
436,26.68011111,104.6304167,Forest,11.62,Warm,2
437,25.06938889,105.2155,Cropland,16.69,Warm,2
438,26.93911111,107.8983056,Cropland,14.77,Warm,4
439,25.64408333,105.1798889,Forest,15.1,Warm,3
440,26.78666667,105.79,Forest,14.19,Warm,3
441,27.13733333,107.2829444,Forest,14.48,Warm,3
442,25.51636111,107.8111389,Forest,15.8,Warm,3
443,26.04019444,105.7274167,Cropland,15.32,Warm,4
444,26.39325,104.8202222,Forest,11.4,Warm,3
445,25.79455556,107.4823889,Cropland,15.07,Warm,3
446,26.26236111,105.8263333,Forest,14.43,Warm,3
447,27.18736111,105.5765556,Forest,13.63,Warm,4
448,26.85908333,104.6986667,Forest,9.19,Temperate,3
449,25.78111111,104.8624167,Forest,15.77,Warm,3
450,26.98686111,104.8492222,Cropland,10.22,Warm,4
451,27.08536111,108.6293333,Forest,15.76,Warm,3
452,25.78916667,107.4224444,Forest,15.88,Warm,3
453,26.40358333,106.9085556,Forest,12.94,Warm,4
454,26.20680556,109.1111944,Grassland,16.0,Warm,3
455,27.30463889,109.03625,Cropland,16.72,Warm,5
456,27.01105556,109.1524444,Forest,15.99,Warm,3
457,27.20236111,107.9029167,Cropland,16.28,Warm,7
458,25.75761111,107.9065278,Cropland,16.32,Warm,3
459,27.32402778,109.0469722,Forest,16.82,Warm,3
460,25.56888889,105.1749167,Cropland,14.49,Warm,4
461,26.30577778,107.9856944,Forest,15.71,Warm,3
462,25.90569444,108.4978611,Grassland,17.95,Warm,3
463,26.39875,106.9113889,Forest,12.94,Warm,2
464,26.86680556,104.6650556,Forest,9.28,Temperate,2
465,26.74180556,107.5317222,Cropland,14.88,Warm,2
466,26.94938889,106.5114722,Cropland,14.36,Warm,2
467,27.15277778,107.9035278,Cropland,15.18,Warm,2
468,27.14883333,104.7748333,Forest,13.02,Warm,3
469,26.99302778,105.9831389,Cropland,14.57,Warm,3
470,26.96580556,107.8553333,Cropland,15.02,Warm,5
471,27.03016667,106.8206111,Forest,13.21,Warm,4
472,25.3285,105.0816944,Forest,15.25,Warm,3
473,25.05138889,105.7164722,Forest,17.2,Warm,3
474,24.99288889,105.7652778,Cropland,18.3,Warm,2
475,25.77594444,104.9019444,Forest,14.21,Warm,6
476,27.15963889,104.9064167,Forest,13.03,Warm,3
477,27.087,106.73375,Forest,14.97,Warm,3
478,27.12927778,107.4985278,Cropland,14.28,Warm,3
479,25.82772222,106.1872222,Cropland,15.52,Warm,3
480,25.68472222,105.1511111,Cropland,13.98,Warm,2
481,26.114,106.6100278,Forest,15.6,Warm,3
482,25.12497222,106.6142778,Forest,18.94,Warm,3
483,27.22530556,105.0959167,Cropland,12.56,Warm,2
484,25.57072222,105.174,Cropland,14.41,Warm,3
485,25.80105556,105.0995556,Cropland,17.04,Warm,3
486,26.59466667,107.5932222,Cropland,15.43,Warm,4
487,26.871,104.68925,Forest,9.06,Temperate,3
488,25.82130556,105.2054167,Forest,14.99,Warm,3
489,25.81958333,104.7438056,Cropland,15.13,Warm,3
490,25.158,105.0342778,Forest,16.49,Warm,3
491,26.33208333,105.3752778,Forest,15.02,Warm,3
492,26.5125,107.7898611,Forest,16.57,Warm,3
